"","PitOpening","PitDiameter","Wthickness","VesselDiameter","TopVesselDiameter","PitFraction","HydraulicDiameter","VesselDensity","VesselFraction","Kmax","CWR","pcd","Tpm"
"1",4.07073333333333,7.97383333333333,4.91443333333333,79.6591784775145,192.496657398384,68.444,152.113211381588,25.0626914994082,20.2833333333333,111.526292465915,0.00182816585050636,759.5,349.7
"2",4.35006,7.61766666666667,5.04170333333333,79.6591784775145,159.553426740918,71.3141666666667,152.113211381588,41.3944351234881,22.0583333333333,318.804866245152,0.00397767559192219,695.5,338
"3",4.35006,6.97483333333333,4.93933916666667,79.6591784775145,192.496657398384,68.444,121.007741360436,35.8855218920971,16.3116666666667,303.411365439036,0.00290292072121428,781,342
"4",3.79140666666667,7.47433333333333,4.93933916666667,79.6591784775145,192.496657398384,65.5738333333333,99.7880360719975,35.6905258220038,12.34,303.411365439036,0.00361444336609341,777,330.9
"5",4.23160833333333,8.33,5.04170333333333,99.4235580277798,192.496657398384,71.3141666666667,121.007741360436,35.8855218920971,14.5366666666667,126.919793272031,0.00361444336609341,797,356.2
"6",3.79140666666667,6.97483333333333,4.78716333333333,79.6591784775145,184.404299133824,68.444,130.89350609315,30.376608660706,26.03,479.90293760604,0.00397767559192219,606,342
"7",4.07073333333333,7.2615,4.7622575,78.6725284590136,176.311940869264,65.5738333333333,109.673800804712,35.8855218920971,14.115,303.411365439036,0.0037960594790078,832.5,340
"8",4.35006,7.97383333333333,5.06660916666667,58.9081489087483,167.645785005477,67.5153333333333,130.89350609315,30.5716047307993,18.0866666666667,303.411365439036,0.00468919823680133,786.5,356.2
"9",3.95228166666667,7.11816666666667,4.91443333333333,59.8947989272491,167.645785005477,65.5738333333333,130.89350609315,35.6905258220038,16.3116666666667,303.411365439036,0.00272130460829989,614.5,340
"10",3.95228166666667,7.8305,4.91443333333333,100.410208046281,167.645785005477,72.2428333333333,142.227446648874,41.1994390533949,18.0866666666667,479.90293760604,0.00505243046263011,552,338
"11",4.07073333333333,6.97483333333333,5.04170333333333,99.4235580277798,176.311940869264,68.444,130.89350609315,25.0626914994082,10.565,126.919793272031,0.0037960594790078,779,350
"12",3.79140666666667,7.331,4.6349875,79.6591784775145,209.25517152673,67.5153333333333,130.89350609315,35.6905258220038,18.0866666666667,303.411365439036,0.00487081434971572,884.5,342
"13",3.672955,7.11816666666667,4.91443333333333,58.9081489087483,151.461068476358,65.5738333333333,121.007741360436,30.376608660706,16.3116666666667,288.01786463292,0.00361444336609341,682.5,336.8
"14",4.35006,7.2615,4.7622575,58.9081489087483,226.013685655077,65.5738333333333,140.779270825865,41.1994390533949,14.5366666666667,479.90293760604,0.0037960594790078,761.5,330.3
"15",4.23160833333333,7.97383333333333,4.78716333333333,100.410208046281,167.645785005477,65.5738333333333,129.445330270141,30.376608660706,12.34,479.90293760604,0.0037960594790078,781,345.7
"16",4.23160833333333,7.97383333333333,4.7622575,120.174587596546,184.404299133824,67.5153333333333,119.559565537426,41.1994390533949,12.34,288.01786463292,0.0037960594790078,796,323.8
"17",3.79140666666667,7.97383333333333,5.0167975,79.6591784775145,184.404299133824,71.3141666666667,163.447151937312,41.3944351234881,20.2833333333333,111.526292465915,0.00361444336609341,872.5,342
"18",4.07073333333333,7.97383333333333,5.04170333333333,99.4235580277798,184.404299133824,65.5738333333333,140.779270825865,41.3944351234881,22.0583333333333,126.919793272031,0.00468919823680133,779,350
"19",3.95228166666667,6.97483333333333,4.7622575,79.6591784775145,192.496657398384,73.1715,140.779270825865,41.3944351234881,12.34,303.411365439036,0.00397767559192219,813,342
"20",3.79140666666667,6.97483333333333,4.7622575,59.8947989272491,184.404299133824,68.444,140.779270825865,30.5716047307993,10.565,111.526292465915,0.0037960594790078,769,373.2
"21",4.23160833333333,7.47433333333333,5.091515,79.6591784775145,176.311940869264,69.3726666666667,130.89350609315,36.0805179621903,20.2833333333333,111.526292465915,0.00450758212388694,853,369.9
"22",3.95228166666667,7.47433333333333,5.06660916666667,79.6591784775145,209.25517152673,68.444,121.007741360436,30.5716047307993,20.2833333333333,111.526292465915,0.00272130460829989,813,349.4
"23",3.90985833333333,6.97483333333333,4.78716333333333,79.6591784775145,159.553426740918,72.2428333333333,140.779270825865,41.1994390533949,18.0866666666667,142.313294078147,0.0037960594790078,777,336.8
"24",4.23160833333333,7.331,5.04170333333333,58.9081489087483,192.496657398384,68.444,121.007741360436,35.8855218920971,12.34,303.411365439036,0.00397767559192219,702,350
"25",4.07073333333333,7.97383333333333,4.93933916666667,59.8947989272491,167.645785005477,64.6451666666667,163.447151937312,41.3944351234881,18.0866666666667,288.01786463292,0.00468919823680133,627.5,337.4
"26",3.90985833333333,7.11816666666667,5.06660916666667,80.6458284960153,192.496657398384,65.5738333333333,109.673800804712,35.6905258220038,10.565,111.526292465915,0.0037960594790078,636,350
"27",4.510935,7.47433333333333,5.04170333333333,79.6591784775145,201.162813262171,71.3141666666667,130.89350609315,30.376608660706,14.5366666666667,495.296438412156,0.00397767559192219,636,336.8
"28",4.07073333333333,7.47433333333333,5.091515,99.4235580277798,192.496657398384,70.3855,119.559565537426,41.1994390533949,14.5366666666667,318.804866245152,0.00468919823680133,761.5,349.4
"29",3.95228166666667,7.8305,4.91443333333333,79.6591784775145,176.311940869264,64.6451666666667,142.227446648874,41.1994390533949,16.3116666666667,303.411365439036,0.00182816585050636,636,342
"30",3.672955,7.8305,4.78716333333333,100.410208046281,201.162813262171,68.444,142.227446648874,35.8855218920971,20.2833333333333,318.804866245152,0.00290292072121428,804.5,338
"31",4.510935,6.97483333333333,4.78716333333333,120.174587596546,201.162813262171,69.3726666666667,121.007741360436,30.5716047307993,8.79,303.411365439036,0.00468919823680133,804.5,336.8
"32",4.35006,6.97483333333333,4.7622575,79.6591784775145,184.404299133824,64.6451666666667,121.007741360436,35.6905258220038,18.0866666666667,111.526292465915,0.00290292072121428,869,343.7
"33",4.35006,6.8315,4.8895275,100.410208046281,209.25517152673,68.444,130.89350609315,30.376608660706,14.5366666666667,479.90293760604,0.00290292072121428,759.5,340
"34",4.02831,7.47433333333333,5.06660916666667,58.9081489087483,226.013685655077,65.5738333333333,109.673800804712,30.5716047307993,14.5366666666667,318.804866245152,0.00487081434971572,786.5,340
"35",3.90985833333333,7.331,4.91443333333333,79.6591784775145,192.496657398384,69.3726666666667,109.673800804712,41.0044429833016,20.2833333333333,495.296438412156,0.0037960594790078,841,350
"36",3.90985833333333,7.8305,5.091515,78.6725284590136,167.645785005477,67.5153333333333,121.007741360436,35.6905258220038,10.565,479.90293760604,0.0037960594790078,876,342
"37",4.07073333333333,7.11816666666667,5.06660916666667,59.8947989272491,201.162813262171,67.5153333333333,119.559565537426,35.8855218920971,14.5366666666667,495.296438412156,0.00182816585050636,796,336.8
"38",3.95228166666667,7.61766666666667,5.06660916666667,100.410208046281,167.645785005477,72.2428333333333,130.89350609315,30.376608660706,12.34,288.01786463292,0.0037960594790078,797,336.8
"39",4.07073333333333,7.47433333333333,4.91443333333333,79.6591784775145,192.496657398384,65.5738333333333,129.445330270141,35.8855218920971,20.2833333333333,126.919793272031,0.00450758212388694,876,342
"40",4.07073333333333,7.331,4.8895275,79.6591784775145,184.404299133824,69.3726666666667,129.445330270141,30.376608660706,26.03,318.804866245152,0.00182816585050636,636,342
"41",3.95228166666667,7.331,4.91443333333333,57.9214988902474,159.553426740918,64.6451666666667,140.779270825865,41.1994390533949,14.115,111.526292465915,0.00290292072121428,777,337.4
"42",4.35006,7.97383333333333,5.06660916666667,100.410208046281,201.162813262171,71.3141666666667,130.89350609315,41.1994390533949,16.3116666666667,495.296438412156,0.00290292072121428,777,345.7
"43",3.90985833333333,7.11816666666667,4.91443333333333,60.88144894575,184.404299133824,69.3726666666667,130.89350609315,25.0626914994082,18.0866666666667,479.90293760604,0.00450758212388694,796,373.2
"44",3.79140666666667,7.47433333333333,4.7622575,59.8947989272491,167.645785005477,64.6451666666667,142.227446648874,35.6905258220038,14.5366666666667,303.411365439036,0.0037960594790078,786.5,349.4
"45",3.90985833333333,7.61766666666667,5.091515,80.6458284960153,175.738143270037,64.6451666666667,119.559565537426,30.5716047307993,26.03,303.411365439036,0.00361444336609341,781,356.2
"46",3.79140666666667,6.97483333333333,5.04170333333333,79.6591784775145,209.25517152673,71.3141666666667,152.113211381588,36.0805179621903,14.5366666666667,303.411365439036,0.0037960594790078,797,349.4
"47",4.35006,8.33,4.91443333333333,78.6725284590136,184.404299133824,64.6451666666667,140.779270825865,41.1994390533949,14.5366666666667,495.296438412156,0.0037960594790078,649,330.3
"48",3.95228166666667,6.97483333333333,4.6349875,78.6725284590136,184.404299133824,68.444,109.673800804712,41.3944351234881,16.3116666666667,303.411365439036,0.00361444336609341,869,336.8
"49",3.95228166666667,7.47433333333333,4.7622575,99.4235580277798,184.404299133824,68.444,142.227446648874,30.376608660706,18.0866666666667,96.1327916597991,0.00361444336609341,695.5,349.7
"50",3.90985833333333,7.11816666666667,5.06660916666667,58.9081489087483,184.404299133824,65.5738333333333,119.559565537426,30.5716047307993,10.565,318.804866245152,0.00397767559192219,623,338
