ssp,indiv,Label,Area,Circ.,%Area,AR,Round
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1339.591,0.851,99.176,1.15,0.869
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1317.505,0.857,100,1.062,0.942
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,930.154,0.786,99.543,1.543,0.648
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,669.371,0.806,100,1.341,0.746
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,801.886,0.769,100,1.713,0.584
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,680.414,0.827,99.875,1.568,0.638
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1194.334,0.887,99.787,1.359,0.736
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1940.156,0.906,100,1.147,0.872
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1024.443,0.908,100,1.224,0.817
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1736.287,0.886,99.413,1.421,0.704
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,970.927,0.807,100,1.514,0.661
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,966.68,0.891,99.912,1.201,0.832
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,787.445,0.915,100,1.208,0.827
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1418.59,0.885,100,1.262,0.792
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1502.686,0.872,100,1.091,0.916
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,500.329,0.595,100,3.001,0.333
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1273.333,0.828,99.867,1.69,0.592
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2677.483,0.62,99.937,2.69,0.372
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2206.885,0.656,100,2.672,0.374
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1779.609,0.822,98.711,1.447,0.691
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1269.936,0.764,100,1.952,0.512
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1458.515,0.446,99.942,2.729,0.366
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,638.79,0.629,100,2.867,0.349
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1453.418,0.805,100,1.758,0.569
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1368.472,0.752,100,2.131,0.469
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2110.047,0.877,99.799,1.208,0.828
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1668.33,0.722,100,1.891,0.529
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2304.572,0.867,100,1.197,0.836
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,676.166,0.84,100,1.7,0.588
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,240.396,0.848,100,1.621,0.617
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2260.401,0.741,100,1.559,0.641
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,579.329,0.819,100,1.652,0.605
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,287.965,0.879,100,1.384,0.723
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2500.796,0.848,99.966,1.056,0.947
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1490.794,0.822,100,1.702,0.587
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1122.98,0.799,100,1.843,0.543
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,458.706,0.752,100,2.175,0.46
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,806.133,0.87,100,1.264,0.791
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1615.664,0.822,100,1.383,0.723
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1674.276,0.813,100,1.587,0.63
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1905.328,0.684,100,1.677,0.596
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1749.028,0.696,99.951,1.991,0.502
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,905.519,0.827,100,1.495,0.669
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1758.372,0.615,100,2.954,0.339
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,500.329,0.76,100,1.941,0.515
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,535.157,0.768,100,1.914,0.523
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2408.206,0.473,100,2.203,0.454
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,701.65,0.727,100,1.844,0.542
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1912.973,0.866,100,1.27,0.787
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,496.931,0.894,100,1.353,0.739
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,914.863,0.651,100,2.475,0.404
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,582.726,0.71,100,2.191,0.457
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1337.892,0.855,100,1.528,0.654
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1269.086,0.848,100,1.232,0.812
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1499.289,0.507,99.773,2.098,0.477
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1749.028,0.837,99.854,1.452,0.689
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,750.069,0.764,98.414,1.748,0.572
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,590.371,0.75,100,2.297,0.435
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,615.006,0.852,100,1.514,0.661
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1065.217,0.857,100,1.166,0.858
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1043.131,0.842,97.72,1.179,0.848
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1309.86,0.887,100,1.347,0.742
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,2146.574,0.852,99.763,1.049,0.953
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1255.495,0.803,100,1.302,0.768
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 001-1.tif,1471.257,0.761,99.711,1.938,0.516
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,789.993,0.801,100,1.437,0.696
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,621.801,0.793,99.59,1.59,0.629
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1762.62,0.788,100,1.485,0.674
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1793.2,0.828,100,1.611,0.621
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1236.807,0.901,100,1.177,0.849
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,578.479,0.812,100,1.781,0.562
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2148.272,0.842,100,1.511,0.662
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1203.678,0.902,99.294,1.18,0.848
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1711.652,0.874,100,1.137,0.879
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1579.987,0.861,98.817,1.399,0.715
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1752.426,0.698,100,2.277,0.439
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1000.658,0.889,100,1.199,0.834
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1745.631,0.826,100,1.579,0.633
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,762.811,0.86,100,1.139,0.878
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,598.017,0.743,100,2.024,0.494
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1718.448,0.877,100,1.266,0.79
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1873.898,0.843,100,1.578,0.634
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1559.6,0.795,100,1.708,0.585
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1286.925,0.845,100,1.508,0.663
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2246.809,0.861,100,1.278,0.783
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,476.544,0.796,100,1.587,0.63
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1828.877,0.729,100,1.723,0.581
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,4250.674,0.454,99.8,1.642,0.609
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2211.132,0.836,100,1.455,0.687
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2158.466,0.783,99.961,1.74,0.575
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1751.577,0.796,100,1.769,0.565
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2414.152,0.825,99.93,1.089,0.918
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1935.909,0.845,100,1.345,0.743
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1688.717,0.827,99.799,1.214,0.824
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2724.203,0.831,100,1.123,0.89
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,668.521,0.88,100,1.341,0.746
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,290.514,0.915,100,1.297,0.771
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,2173.756,0.75,100,2.125,0.471
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1528.17,0.85,99.5,1.327,0.753
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,1831.426,0.861,99.814,1.025,0.975
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,745.822,0.854,100,1.291,0.775
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,437.469,0.89,100,1.292,0.774
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,398.395,0.855,100,1.27,0.788
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,615.855,0.762,100,1.518,0.659
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,799.337,0.587,100,3.122,0.32
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 002-1.tif,287.116,0.782,100,1.241,0.806
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1317.505,0.804,100,1.296,0.772
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2176.304,0.826,98.946,1.598,0.626
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1811.039,0.645,99.765,2.017,0.496
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2412.453,0.619,99.894,2.689,0.372
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,512.222,0.621,100,2.579,0.388
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1644.545,0.736,98.915,1.858,0.538
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1549.406,0.823,99.671,1.585,0.631
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2569.602,0.836,99.174,1.395,0.717
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1286.925,0.823,99.868,1.341,0.746
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1136.571,0.721,100,1.664,0.601
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,322.793,0.728,100,1.826,0.548
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2036.994,0.831,100,1.271,0.787
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,243.794,0.86,100,1.668,0.6
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,812.929,0.738,100,1.961,0.51
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,475.695,0.834,100,1.755,0.57
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,732.23,0.873,98.956,1.324,0.756
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1082.206,0.702,100,2.146,0.466
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1038.034,0.895,100,1.208,0.827
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2770.923,0.804,100,1.45,0.69
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1953.747,0.637,100,2.388,0.419
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,604.812,0.802,98.876,1.473,0.679
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,511.372,0.85,100,1.584,0.631
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,884.283,0.858,100,1.358,0.736
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,908.917,0.793,99.907,1.547,0.646
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1567.245,0.895,99.729,1.199,0.834
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1013.4,0.799,99.832,1.061,0.942
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,744.123,0.847,100,1.186,0.843
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1450.87,0.814,99.239,1.364,0.733
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2053.133,0.771,99.628,1.506,0.664
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1167.152,0.816,99.854,1.579,0.633
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1912.973,0.739,100,2.142,0.467
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1838.221,0.768,100,1.296,0.772
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1927.414,0.754,100,1.905,0.525
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2139.778,0.733,99.921,1.174,0.852
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1525.622,0.872,99.777,1.435,0.697
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,546.2,0.699,100,2.194,0.456
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1915.522,0.857,99.823,1.289,0.776
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,564.888,0.879,100,1.318,0.759
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,395.846,0.905,100,1.078,0.927
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1290.323,0.641,98.223,2.28,0.439
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,510.523,0.849,98.17,1.579,0.633
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,1087.303,0.839,98.203,1.599,0.625
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 003-1.tif,2021.704,0.863,99.958,1.227,0.815
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1960.543,0.827,99.133,1.222,0.819
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1821.232,0.886,100,1.147,0.872
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2279.938,0.855,100,1.508,0.663
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2075.219,0.844,100,1.22,0.82
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,367.814,0.763,100,1.831,0.546
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,863.047,0.82,99.705,1.28,0.781
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1008.303,0.881,100,1.371,0.729
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,638.79,0.726,100,2.189,0.457
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,481.641,0.894,100,1.259,0.794
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,524.114,0.748,100,2.224,0.45
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1636.9,0.76,99.689,1.458,0.686
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1015.099,0.858,98.41,1.463,0.684
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,718.639,0.883,99.527,1.318,0.759
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,599.715,0.892,100,1.052,0.95
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1352.333,0.888,99.874,1.227,0.815
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1387.16,0.804,100,1.703,0.587
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1247,0.727,99.728,2.155,0.464
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,784.897,0.867,100,1.194,0.838
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1446.622,0.751,99.941,1.361,0.735
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2517.785,0.855,99.865,1.475,0.678
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1394.806,0.815,100,1.286,0.778
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,483.34,0.904,100,1.286,0.778
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2104.95,0.892,100,1.174,0.852
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1514.579,0.884,100,1.154,0.866
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2696.171,0.45,99.748,2.64,0.379
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,349.126,0.671,100,2.318,0.431
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1939.306,0.69,99.65,2.374,0.421
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1563.847,0.869,100,1.281,0.781
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1566.396,0.869,100,1.305,0.766
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,1332.795,0.879,99.618,1.38,0.725
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,3152.329,0.312,100,1.529,0.654
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2042.94,0.839,100,1.61,0.621
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,2595.086,0.796,99.804,1.58,0.633
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 004-1.tif,897.025,0.875,98.201,1.37,0.73
