ssp,indiv,Label,Area,Circ.,%Area,AR,Round
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1483.998,0.759,100,1.602,0.624
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1562.148,0.832,99.239,1.599,0.626
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,2206.035,0.759,100,1.781,0.561
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1758.372,0.866,100,1.068,0.937
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1971.586,0.799,100,1.137,0.88
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,688.908,0.657,100,2.28,0.439
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1260.592,0.794,100,1.213,0.824
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,847.756,0.843,100,1.618,0.618
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,375.459,0.681,100,2.418,0.414
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,701.65,0.813,100,1.051,0.951
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1507.783,0.762,100,1.528,0.655
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1232.56,0.825,100,1.373,0.729
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1014.25,0.806,100,1.52,0.658
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,790.843,0.897,100,1.239,0.807
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1268.237,0.815,100,1.233,0.811
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1314.957,0.767,99.871,1.715,0.583
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1895.135,0.817,99.821,1.337,0.748
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1726.093,0.868,100,1.279,0.782
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,2008.962,0.761,100,1.533,0.652
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1102.593,0.778,99.923,1.569,0.637
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1853.511,0.828,100,1.451,0.689
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1641.997,0.832,100,1.117,0.895
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1589.331,0.787,99.572,1.878,0.532
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1322.602,0.883,100,1.33,0.752
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,582.726,0.759,100,1.801,0.555
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1845.866,0.899,100,1.232,0.812
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,2465.119,0.84,100,1.318,0.759
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1610.567,0.886,100,1.229,0.814
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,2411.604,0.783,100,1.512,0.661
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1753.276,0.884,100,1.38,0.725
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1654.739,0.835,99.897,1.638,0.611
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1295.419,0.84,99.738,1.237,0.808
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,2400.561,0.85,100,1.405,0.712
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1040.583,0.9,100,1.181,0.847
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1836.522,0.791,100,1.651,0.606
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1627.556,0.85,100,1.138,0.879
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1745.631,0.778,100,1.572,0.636
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 010-1.tif,1387.16,0.662,100,1.873,0.534
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,552.146,0.724,100,1.984,0.504
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1094.948,0.857,99.767,1.075,0.931
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,845.208,0.877,100,1.266,0.79
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2234.067,0.852,99.886,1.318,0.759
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,906.369,0.819,98.594,1.544,0.648
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2121.939,0.86,99.92,1.05,0.953
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1738.835,0.846,100,1.38,0.725
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,762.811,0.896,99.666,1.317,0.759
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1437.278,0.857,100,1.187,0.843
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2536.473,0.462,97.89,2.322,0.431
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1641.148,0.799,100,1.145,0.874
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2050.585,0.79,100,1.313,0.762
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1474.654,0.874,100,1.182,0.846
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,591.221,0.717,99.713,2.261,0.442
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2116.843,0.739,99.639,1.222,0.819
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1560.449,0.828,99.946,1.215,0.823
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1259.742,0.778,100,1.371,0.73
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1163.754,0.676,99.416,2.496,0.401
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,2250.207,0.862,100,1.227,0.815
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1478.902,0.471,99.943,2.166,0.462
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1714.201,0.592,99.95,1.284,0.779
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1294.57,0.755,100,1.839,0.544
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1034.637,0.754,99.672,1.331,0.751
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1534.116,0.73,100,1.723,0.581
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1386.311,0.707,99.081,2.206,0.453
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1614.815,0.689,100,2.034,0.492
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1904.479,0.759,100,1.332,0.751
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1741.383,0.751,100,1.373,0.729
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1827.178,0.475,97.025,2.97,0.337
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1579.987,0.843,100,1.275,0.785
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1212.173,0.773,99.439,1.827,0.547
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1991.123,0.816,98.123,1.537,0.651
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1561.299,0.655,100,2.541,0.393
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1658.137,0.755,100,1.44,0.695
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1635.201,0.695,98.753,2.105,0.475
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,536.856,0.794,98.101,1.439,0.695
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1139.12,0.844,100,1.428,0.7
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 011-1.tif,1326.849,0.823,100,1.617,0.619
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1403.3,0.832,100,1.21,0.827
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,603.963,0.842,92.686,1.321,0.757
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1599.524,0.676,99.947,2.024,0.494
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,987.067,0.914,99.57,1.182,0.846
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,793.391,0.807,99.251,1.696,0.59
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1072.862,0.712,100,2.133,0.469
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,808.681,0.798,100,1.652,0.606
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1066.916,0.842,100,1.526,0.655
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1012.551,0.869,99.329,1.106,0.904
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1622.46,0.512,98.325,1.87,0.535
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,529.211,0.916,100,1.162,0.861
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1789.802,0.81,99.668,1.349,0.741
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,2346.196,0.774,99.348,1.212,0.825
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,237.847,0.724,100,2.098,0.477
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,576.78,0.675,100,2.196,0.455
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1078.808,0.863,100,1.017,0.983
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,2209.433,0.819,100,1.355,0.738
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,290.514,0.59,99.415,3.084,0.324
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1551.105,0.824,97.645,1.593,0.628
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1048.228,0.368,100,3.929,0.255
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1986.026,0.896,99.401,1.106,0.904
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1083.905,0.861,100,1.244,0.804
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1952.048,0.829,100,1.272,0.786
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1049.927,0.845,99.515,1.582,0.632
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1892.586,0.791,99.91,1.72,0.582
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,2826.138,0.778,98.557,1.49,0.671
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1446.622,0.895,100,1.295,0.772
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1376.967,0.823,100,1.624,0.616
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,708.446,0.683,98.082,2.399,0.417
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,967.53,0.907,100,1.247,0.802
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1569.793,0.821,98.972,1.375,0.727
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,958.186,0.881,99.823,1.166,0.858
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1855.21,0.756,98.626,1.678,0.596
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,928.455,0.743,100,2.146,0.466
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,404.341,0.906,100,1.298,0.771
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,868.143,0.85,100,1.604,0.623
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,241.245,0.88,100,1.507,0.663
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1374.419,0.918,100,1.167,0.857
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,990.465,0.908,99.743,1.049,0.954
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1273.333,0.711,99.533,2.338,0.428
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,2305.422,0.854,99.189,1.286,0.778
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1433.881,0.667,99.111,2.51,0.398
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1655.588,0.876,98.358,1.397,0.716
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1798.297,0.8,100,1.804,0.554
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1437.278,0.754,100,1.198,0.835
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1299.667,0.81,99.15,1.49,0.671
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1809.34,0.851,99.859,1.28,0.781
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,908.068,0.748,98.129,2.065,0.484
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,666.822,0.823,100,1.606,0.623
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1640.298,0.813,99.741,1.577,0.634
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1768.566,0.799,99.856,1.477,0.677
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,864.745,0.818,99.509,1.596,0.627
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1605.47,0.786,98.571,1.797,0.557
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,655.779,0.901,99.223,1.2,0.833
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1397.354,0.479,99.453,2.899,0.345
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,704.198,0.829,98.191,1.55,0.645
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1258.893,0.272,100,2.179,0.459
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1848.415,0.471,100,2.277,0.439
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1287.774,0.844,100,1.439,0.695
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,390.749,0.678,100,2.36,0.424
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,379.707,0.868,100,1.529,0.654
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,1282.677,0.82,100,1.672,0.598
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,626.049,0.807,100,1.618,0.618
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,778.101,0.729,100,2.19,0.457
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendeon perrotettii 1 - GC4841 x10 012-1.tif,328.739,0.887,100,1.212,0.825
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1117.034,0.843,100,1.368,0.731
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,2166.111,0.764,100,1.976,0.506
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1287.774,0.748,99.538,1.844,0.542
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1236.807,0.819,100,1.614,0.62
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1107.69,0.616,100,2.737,0.365
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,727.983,0.85,100,1.264,0.791
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,856.251,0.794,99.008,1.833,0.546
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1105.141,0.825,100,1.792,0.558
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1323.451,0.785,100,1.897,0.527
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,400.093,0.871,100,1.374,0.728
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1319.204,0.817,99.807,1.731,0.578
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1472.955,0.43,100,3.204,0.312
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,713.542,0.897,100,1.2,0.833
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1809.34,0.851,99.155,1.567,0.638
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1175.646,0.825,96.46,1.488,0.672
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1154.41,0.754,99.558,1.901,0.526
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,961.583,0.788,100,1.837,0.544
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1476.353,0.88,100,1.26,0.794
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1071.163,0.848,99.445,1.407,0.711
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,795.09,0.794,99.466,1.488,0.672
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1067.765,0.86,100,1.245,0.803
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1602.073,0.861,99.894,1.353,0.739
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1072.862,0.854,99.842,1.273,0.786
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1513.729,0.825,99.776,1.581,0.633
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,485.888,0.76,99.476,2.087,0.479
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,926.756,0.667,100,2.483,0.403
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1285.226,0.766,99.273,1.4,0.714
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,853.703,0.701,100,1.707,0.586
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1935.909,0.741,99.824,1.63,0.613
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,713.542,0.797,100,1.633,0.612
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1602.073,0.887,99.894,1.281,0.78
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,810.38,0.792,99.895,1.339,0.747
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,524.114,0.87,99.19,1.256,0.796
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,368.664,0.942,100,1.154,0.867
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,468.05,0.904,100,1.306,0.766
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,1605.47,0.682,100,1.298,0.771
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,2028.499,0.815,99.874,1.189,0.841
Phoradendron perrotettii,Phoradendron perrotettii 2,Phoradendeon perrotettii 2 - GC4841 x10 001-Recovered-2.tif,2257.003,0.8,100,1.607,0.622
