label,ssp,indiv,Angle,Length
Viscum album 1,Viscum album,1,58.57,5.087
Viscum album 1,Viscum album,1,129.472,5.311
Viscum album 1,Viscum album,1,131.186,6.836
Viscum album 1,Viscum album,1,130.601,5.929
Viscum album 1,Viscum album,1,130.156,6.731
Viscum album 1,Viscum album,1,130.179,9.469
Viscum album 1,Viscum album,1,-45,5.457
Viscum album 1,Viscum album,1,90,5.949
Viscum album 1,Viscum album,1,136.273,5.117
Viscum album 1,Viscum album,1,128.66,4.118
Viscum album 1,Viscum album,1,-175.101,5.648
Viscum album 1,Viscum album,1,-39.094,6.629
Viscum album 1,Viscum album,1,-39.806,7.534
Viscum album 2,Viscum album,2,-91.909,4.826
Viscum album 2,Viscum album,2,-97.306,6.321
Viscum album 2,Viscum album,2,-98.13,5.684
Viscum album 2,Viscum album,2,-14.826,5.655
Viscum album 2,Viscum album,2,-102.804,3.627
Viscum album 2,Viscum album,2,-95.042,5.487
Viscum album 2,Viscum album,2,-93.814,4.834
Viscum album 2,Viscum album,2,-104.281,4.562
Viscum album 2,Viscum album,2,-92.961,4.669
Viscum album 2,Viscum album,2,-92.726,5.07
Viscum album 2,Viscum album,2,-102.804,7.254
Viscum album 2,Viscum album,2,-111.161,5.344
Viscum album 2,Viscum album,2,-99.462,5.868
Viscum album 2,Viscum album,2,-93.9,7.09
Viscum album 2,Viscum album,2,-94.514,6.128
Viscum album 2,Viscum album,2,85.03,3.712
Viscum album 2,Viscum album,2,73.664,4.859
Viscum album 2,Viscum album,2,162.031,3.127
Viscum album 2,Viscum album,2,57.995,3.033
Viscum album 2,Viscum album,2,79.114,4.257
Viscum album 2,Viscum album,2,146.041,4.749
Viscum album 2,Viscum album,2,-112.249,5.732
Viscum album 2,Viscum album,2,-8.13,3.41
Viscum album 2,Viscum album,2,71.259,4.754
Viscum album 2,Viscum album,2,-35.311,4.728
Viscum album 2,Viscum album,2,-99.951,4.652
Viscum album 2,Viscum album,2,19.799,6.408
Viscum album 2,Viscum album,2,75.964,2.652
Viscum album 2,Viscum album,2,70.641,3.153
Viscum album 2,Viscum album,2,-2.911,4.749
Viscum album 3,Viscum album,3,-74.745,7.332
Viscum album 3,Viscum album,3,2.862,6.439
Viscum album 3,Viscum album,3,-88.315,5.469
Viscum album 3,Viscum album,3,-88.409,5.79
Viscum album 3,Viscum album,3,-1.397,6.594
Viscum album 3,Viscum album,3,-99.211,6.026
Viscum album 3,Viscum album,3,-92.121,4.344
Viscum album 3,Viscum album,3,-90,7.556
Viscum album 3,Viscum album,3,-90,3.215
Viscum album 3,Viscum album,3,-3.27,5.636
Viscum album 3,Viscum album,3,-76.504,8.267
Viscum album 3,Viscum album,3,-90,5.145
Viscum album 3,Viscum album,3,-14.036,7.955
Viscum album 3,Viscum album,3,-88.315,5.469
Viscum album 3,Viscum album,3,0,7.235
Viscum album 3,Viscum album,3,-85.486,6.128
Viscum album 3,Viscum album,3,-87.207,6.599
Viscum album 3,Viscum album,3,0,8.199
Viscum album 3,Viscum album,3,-84.144,6.303
Viscum album 3,Viscum album,3,-101.592,6.401
Viscum album 3,Viscum album,3,-90,5.145
Viscum album 3,Viscum album,3,-83.83,5.983
Viscum album 3,Viscum album,3,-88.877,8.201
Viscum album 3,Viscum album,3,-101.634,5.581
Viscum album 3,Viscum album,3,-21.125,7.584
Viscum album 3,Viscum album,3,-96.34,5.823
Viscum album 3,Viscum album,3,-96.52,5.664
Viscum album 3,Viscum album,3,-131.309,7.063
Viscum album 3,Viscum album,3,36.158,5.177
Viscum album 3,Viscum album,3,-50.389,6.052
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,24.444,5.828
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,12.095,6.906
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-137.045,6.37
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-146.31,5.217
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,23.385,6.481
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-173.706,10.999
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-127.405,6.881
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-45,9.322
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-146.997,9.298
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,25.017,6.653
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,28.264,8.488
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-132.479,9.047
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-36.367,10.981
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-123.591,8.621
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-117.878,8.366
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-120.054,9.844
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-86.576,6.281
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-116.135,12.774
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-59.29,8.29
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-98.236,6.173
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-114.842,7.175
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-109.263,7.919
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-133.868,9.589
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-139.434,6.984
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-137.045,9.555
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-142.394,7.509
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-146.31,5.507
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-154.231,5.177
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-149.954,6.315
Vochysia thyrsoidea 1,Vochysia thyrsoidea,1,-149.482,5.91
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-115.115,5.682
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-111.571,7.434
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-44.542,7.105
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-105.732,5.93
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-108.687,5.77
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-157.479,7.136
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-97.431,7.458
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-92.42,5.712
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-104.444,5.479
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-94.899,5.648
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-121.464,6.314
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-128.29,5.838
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-97.539,5.514
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-118.926,6.98
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-115.346,6.76
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-117.553,5.561
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-93.013,6.118
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-106.991,6.052
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-93.18,5.797
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-71.313,5.77
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-96.754,6.152
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-174.193,4.767
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-61.975,5.646
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-91.998,6.917
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-86.583,5.395
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-71.996,6.762
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-79.249,6.464
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,40.272,7.586
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-105.524,6.007
Vochysia thyrsoidea 2,Vochysia thyrsoidea,2,-115.408,7.119
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-31.504,5.846
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-58.276,10.396
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-100.784,6.874
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-60.018,4.826
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-36.87,11.254
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-105.255,7.332
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-50.793,7.884
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-45,6.821
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-106.39,2.849
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-124.695,5.084
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-65.659,7.411
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-67.751,7.643
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-41.634,7.744
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-60.101,7.418
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-87.138,6.439
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-22.62,6.27
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-42.879,6.143
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,28.072,5.466
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-86.424,5.155
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-76.373,5.459
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-85.684,8.545
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-80.538,4.89
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-66.114,6.154
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-9.583,6.277
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-39.417,7.596
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-84.611,4.279
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-159.254,5.673
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-80.727,5.321
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-20.943,4.648
Vochysia thyrsoidea 3,Vochysia thyrsoidea,3,-6.71,3.669
