ssp,indiv,Label,Area,Circ.,%Area,AR,Round,Solidity
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,965.663,0.815,99.957,1.227,0.815,0.961
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,522.912,0.654,100,2.24,0.446,0.914
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,438.598,0.855,100,1.271,0.787,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,417.416,0.845,100,1.348,0.742,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,577.321,0.816,100,1.317,0.759,0.937
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,260.002,0.816,100,1.661,0.602,0.951
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,539.11,0.883,99.923,1.078,0.928,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,426.553,0.723,100,1.707,0.586,0.934
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,345.147,0.918,100,1.253,0.798,0.969
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,557.385,0.785,100,1.315,0.76,0.945
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,367.16,0.75,100,1.663,0.601,0.927
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,952.372,0.837,100,1.196,0.836,0.953
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,292.399,0.804,100,1.447,0.691,0.935
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,283.676,0.825,100,1.259,0.794,0.934
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,775.438,0.799,100,1.256,0.796,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,583.967,0.784,100,1.329,0.753,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,753.009,0.843,99.945,1.297,0.771,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,386.265,0.757,100,1.556,0.643,0.919
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,412.847,0.831,100,1.19,0.84,0.941
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,599.334,0.766,100,1.738,0.575,0.954
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,714.798,0.845,99.826,1.444,0.693,0.958
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,649.175,0.799,99.808,1.494,0.669,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,112.972,0.706,100,1.891,0.529,0.883
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,568.184,0.83,100,1.569,0.637,0.954
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,414.924,0.823,99.8,1.315,0.76,0.94
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,682.402,0.851,100,1.058,0.945,0.963
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,239.235,0.758,100,1.745,0.573,0.913
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,623.424,0.788,99.4,1.635,0.612,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,319.396,0.727,100,2.07,0.483,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,341.824,0.842,100,1.384,0.723,0.942
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,169.458,0.797,99.51,1.906,0.525,0.94
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,744.703,0.851,100,1.153,0.867,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,505.052,0.842,100,1.284,0.779,0.942
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,190.225,0.693,100,2.099,0.476,0.903
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,441.921,0.803,100,1.592,0.628,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,143.292,0.426,100,4.422,0.226,0.836
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,668.696,0.877,100,1.132,0.883,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,265.402,0.779,100,1.696,0.59,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,353.453,0.724,100,1.567,0.638,0.939
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,566.107,0.746,100,1.893,0.528,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,3.323,0.82,100,1.767,0.566,0.842
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,791.221,0.83,100,1.017,0.984,0.939
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,227.606,0.802,100,1.456,0.687,0.932
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,167.797,0.888,100,1.048,0.954,0.94
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,561.954,0.865,100,1.091,0.916,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,505.883,0.825,100,1.092,0.916,0.945
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,970.232,0.884,100,1.201,0.832,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,870.135,0.861,100,1.008,0.992,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,806.173,0.809,99.948,1.399,0.715,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,527.065,0.902,99.921,1.117,0.895,0.961
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,68.946,0.788,100,1.813,0.552,0.9
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,781.668,0.83,100,1.174,0.852,0.946
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,1294.611,0.793,100,1.323,0.756,0.944
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,149.522,0.768,99.722,1.779,0.562,0.915
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,767.962,0.894,99.892,1.027,0.973,0.967
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,98.02,0.794,100,1.852,0.54,0.915
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,1138.029,0.848,99.818,1.278,0.783,0.956
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,365.083,0.775,100,1.547,0.646,0.94
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,244.219,0.592,100,2.537,0.394,0.898
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,134.57,0.633,100,2.796,0.358,0.926
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,137.062,0.645,100,2.342,0.427,0.884
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,886.333,0.864,100,1.166,0.858,0.964
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,686.14,0.784,100,1.407,0.711,0.953
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 004-1.tif,808.665,0.806,100,1.156,0.865,0.951
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,704.415,0.746,100,1.79,0.559,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,573.583,0.893,100,1.107,0.903,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1442.057,0.806,100,1.167,0.857,0.963
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,120.448,0.932,100,1.066,0.938,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,809.911,0.808,99.795,1.218,0.821,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,256.264,0.754,100,2.081,0.48,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,258.756,0.761,99.839,1.294,0.773,0.909
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,283.676,0.765,100,2.079,0.481,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,64.378,0.835,100,1.539,0.65,0.912
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,230.513,0.702,99.099,2.104,0.475,0.931
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,332.686,0.77,100,1.868,0.535,0.941
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,816.556,0.861,100,1.26,0.794,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,782.499,0.858,100,1.029,0.972,0.962
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,477.64,0.822,99.913,1.344,0.744,0.932
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1020.488,0.769,100,1.664,0.601,0.961
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,548.663,0.827,100,1.527,0.655,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,203.516,0.437,100,4.585,0.218,0.884
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1118.508,0.821,100,1.527,0.655,0.962
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1556.275,0.738,100,1.854,0.54,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,99.681,0.642,100,1.318,0.758,0.87
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,80.16,0.834,100,1.678,0.596,0.913
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,222.206,0.807,100,1.232,0.812,0.939
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,915.822,0.879,100,1.218,0.821,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,838.569,0.859,100,1.144,0.874,0.958
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,302.782,0.738,100,1.488,0.672,0.903
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1941.294,0.781,99.914,1.628,0.614,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1243.525,0.864,100,1.132,0.883,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,268.724,0.872,100,1.106,0.905,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,409.94,0.819,100,1.251,0.8,0.934
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,883.426,0.876,100,1.2,0.833,0.962
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,544.509,0.79,100,1.115,0.897,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,326.456,0.852,100,1.099,0.91,0.94
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1033.779,0.771,100,1.593,0.628,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,185.241,0.489,99.552,3.305,0.303,0.875
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,701.507,0.826,100,1.324,0.756,0.943
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,592.689,0.837,100,1.038,0.963,0.941
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,619.686,0.712,100,1.856,0.539,0.918
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1421.29,0.762,99.942,1.283,0.78,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,675.341,0.845,100,1.224,0.817,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,558.631,0.643,99.926,2.044,0.489,0.904
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,358.437,0.906,100,1.142,0.875,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,192.302,0.816,100,1.774,0.564,0.944
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,226.775,0.846,100,1.609,0.622,0.951
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,581.059,0.87,100,1.117,0.896,0.953
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1251.001,0.834,100,1.265,0.79,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,694.031,0.822,100,1.306,0.766,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,691.539,0.817,100,1.265,0.79,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,657.066,0.822,100,1.487,0.672,0.954
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,510.036,0.75,100,2.048,0.488,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,112.972,0.566,100,3.088,0.324,0.89
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,752.594,0.772,100,1.243,0.804,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,962.34,0.77,100,1.807,0.553,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,144.538,0.813,100,1.608,0.622,0.937
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,966.909,0.766,100,1.765,0.566,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1145.089,0.78,99.964,1.496,0.669,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,426.553,0.814,100,1.545,0.647,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,419.077,0.767,100,1.731,0.578,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,183.995,0.735,99.774,2.095,0.477,0.921
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,224.698,0.833,100,1.398,0.715,0.931
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1054.546,0.728,99.882,1.582,0.632,0.936
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,569.43,0.783,100,1.299,0.77,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,370.898,0.76,100,1.549,0.645,0.934
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,497.161,0.615,100,1.863,0.537,0.898
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,646.267,0.862,100,1.289,0.776,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,929.529,0.773,100,1.254,0.797,0.944
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,565.276,0.812,100,1.138,0.879,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,554.062,0.836,99.85,1.162,0.861,0.95
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,137.477,0.865,100,1.186,0.843,0.927
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1211.544,0.819,100,1.123,0.891,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,512.113,0.812,100,1.302,0.768,0.927
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1134.706,0.824,99.89,1.37,0.73,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,221.791,0.793,100,1.902,0.526,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,770.869,0.8,100,1.54,0.649,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1014.673,0.834,99.959,1.31,0.763,0.965
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,980.2,0.75,99.831,1.673,0.598,0.938
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,669.526,0.685,99.938,2.26,0.443,0.949
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,928.283,0.793,100,1.383,0.723,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1114.354,0.822,100,1.324,0.755,0.964
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1297.934,0.75,99.936,1.89,0.529,0.962
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1492.728,0.823,99.861,1.432,0.698,0.965
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1828.737,0.878,100,1.128,0.887,0.967
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1269.276,0.787,100,1.412,0.708,0.957
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1731.963,0.788,99.976,1.085,0.922,0.949
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,398.725,0.774,100,1.222,0.818,0.924
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1282.982,0.828,100,1.433,0.698,0.968
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1024.226,0.818,100,1.436,0.696,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,799.112,0.847,100,1.164,0.859,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,763.393,0.796,100,1.57,0.637,0.943
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,711.891,0.821,100,1.06,0.943,0.941
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1766.436,0.819,100,1.062,0.942,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,792.882,0.762,100,1.479,0.676,0.913
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,572.752,0.759,100,1.718,0.582,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,1182.055,0.789,100,1.468,0.681,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,929.944,0.823,100,1.372,0.729,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,827.355,0.838,100,1.402,0.713,0.951
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,100.927,0.6,100,2.222,0.45,0.842
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 005-1.tif,310.674,0.682,100,1.891,0.529,0.897
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,897.963,0.84,100,1.086,0.921,0.948
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,218.053,0.876,100,1.504,0.665,0.964
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,538.279,0.86,100,1.047,0.955,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1741.101,0.847,99.928,1.151,0.869,0.964
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,745.118,0.862,100,1.236,0.809,0.959
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,766.716,0.763,100,1.855,0.539,0.946
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,384.604,0.729,100,1.939,0.516,0.949
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1570.812,0.853,100,1.229,0.814,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,454.381,0.83,100,1.625,0.615,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1086.111,0.799,100,1.238,0.808,0.944
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,370.067,0.491,100,1.612,0.62,0.875
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1073.236,0.759,100,1.766,0.566,0.962
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1080.712,0.799,100,1.575,0.635,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,764.224,0.836,99.946,1.238,0.808,0.954
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,243.804,0.53,100,3.735,0.268,0.9
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,266.232,0.672,100,2.198,0.455,0.924
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,100.512,0.659,100,2.469,0.405,0.908
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,100.097,0.827,100,1.337,0.748,0.908
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,794.959,0.81,99.948,1.126,0.888,0.953
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1106.878,0.812,100,1.426,0.701,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,876.78,0.822,99.953,1.201,0.833,0.946
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1864.041,0.801,100,1.158,0.864,0.955
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,718.121,0.827,100,1.31,0.763,0.956
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,868.058,0.811,100,1.445,0.692,0.953
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,903.778,0.766,100,1.258,0.795,0.942
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,813.649,0.877,100,1.139,0.878,0.966
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,404.54,0.743,100,1.957,0.511,0.951
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,504.637,0.724,100,1.172,0.853,0.93
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,438.183,0.77,100,1.624,0.616,0.937
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,239.651,0.871,100,1.18,0.848,0.941
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,373.39,0.836,100,1.351,0.74,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,159.075,0.875,100,1.283,0.78,0.935
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,888.41,0.87,100,1.112,0.899,0.965
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,438.598,0.693,99.905,1.833,0.546,0.924
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,2.907,0.4,100,7,0.143,1
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,2.907,0.564,100,1.395,0.717,0.7
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,437.352,0.776,100,1.339,0.747,0.922
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,828.601,0.721,100,1.302,0.768,0.928
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1192.438,0.732,99.826,1.556,0.643,0.954
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,399.971,0.859,100,1.087,0.92,0.944
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,547.417,0.795,100,1.462,0.684,0.949
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1609.854,0.848,100,1.147,0.872,0.963
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,916.653,0.791,100,1.473,0.679,0.952
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,973.554,0.785,100,1.109,0.902,0.936
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1163.78,0.834,100,1.268,0.788,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,168.212,0.794,100,1.294,0.773,0.918
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,508.375,0.775,100,1.536,0.651,0.942
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,599.334,0.78,100,1.755,0.57,0.946
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,1780.558,0.835,99.813,1.294,0.773,0.964
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,181.088,0.679,100,1.845,0.542,0.906
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,714.383,0.818,100,1.382,0.724,0.943
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,2.907,0.8,100,1.267,0.79,0.778
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,501.314,0.729,100,1.096,0.912,0.894
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,477.64,0.843,100,1.202,0.832,0.945
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,969.401,0.778,100,1.376,0.727,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,248.788,0.713,100,2.411,0.415,0.949
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,377.543,0.774,100,1.305,0.767,0.931
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,591.443,0.765,100,1.557,0.642,0.96
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,594.765,0.646,99.86,1.955,0.511,0.929
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,205.177,0.633,99.798,2.297,0.435,0.92
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,620.101,0.773,100,1.356,0.737,0.947
Tapirira guianensis,2,Tapirira guianensis 2 - GC4841 x10 006-1.tif,159.49,0.796,100,1.264,0.791,0.909
