ssp,indiv,Label,Area,Circ.,%Area,AR,Round,Solidity
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,741.303,0.803,99.27,1.666,0.6,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,594.791,0.883,99.23,1.25,0.8,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,584.801,0.877,96.797,1.225,0.816,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,693.437,0.535,100,3.078,0.325,0.945
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,772.104,0.731,99.946,1.693,0.591,0.908
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,410.402,0.779,96.349,1.532,0.653,0.941
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,1012.268,0.869,99.63,1.321,0.757,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,514.459,0.707,100,2.323,0.43,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,163.578,0.803,100,1.475,0.678,0.926
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,665.55,0.907,99.124,1.142,0.875,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,949.834,0.654,99.781,2.364,0.423,0.949
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,958.575,0.633,99.609,2.591,0.386,0.922
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,815.392,0.863,99.847,1.248,0.801,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,442.867,0.8,100,1.753,0.571,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,559.411,0.691,98.214,2.284,0.438,0.955
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,807.9,0.895,99.948,1.213,0.824,0.971
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,629.754,0.858,100,1.376,0.727,0.963
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,640.16,0.902,99.285,1.2,0.834,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,773.353,0.64,99.569,2.57,0.389,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,780.845,0.704,99.52,1.916,0.522,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,344.637,0.73,100,1.671,0.599,0.955
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 001.tif,321.745,0.614,99.483,1.634,0.612,0.931
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,913.622,0.781,99.818,1.298,0.77,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,373.357,0.877,99.22,1.366,0.732,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,606.029,0.77,100,1.504,0.665,0.955
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,583.969,0.801,99.857,1.14,0.877,0.94
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,896.973,0.836,100,1.019,0.982,0.952
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,643.073,0.863,100,1.319,0.758,0.959
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,914.038,0.775,99.727,1.566,0.639,0.942
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,942.758,0.871,99.868,1.172,0.853,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,574.396,0.788,100,1.236,0.809,0.934
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1064.297,0.674,99.922,2.272,0.44,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1170.435,0.74,99.787,2.039,0.49,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,638.495,0.787,99.87,1.78,0.562,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,575.644,0.767,100,1.463,0.684,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,956.494,0.751,99.913,1.616,0.619,0.959
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1333.181,0.638,99.625,2.97,0.337,0.971
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1098.011,0.77,99.924,1.779,0.562,0.978
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,843.279,0.802,100,1.224,0.817,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,890.73,0.666,100,1.832,0.546,0.903
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,887.816,0.864,99.906,1.095,0.913,0.97
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,901.551,0.867,99.677,1.329,0.752,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,804.57,0.788,99.897,1.493,0.67,0.953
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1383.961,0.761,99.639,1.858,0.538,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,588.131,0.711,100,2.215,0.451,0.949
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,770.439,0.816,100,1.698,0.589,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,767.526,0.762,100,1.576,0.634,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,298.02,0.832,99.581,1.409,0.71,0.943
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1227.042,0.655,100,2.166,0.462,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,622.678,0.672,100,2.477,0.404,0.929
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,525.281,0.897,99.762,1.104,0.906,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,622.262,0.577,99.866,3.037,0.329,0.951
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1025.171,0.835,99.797,1.139,0.878,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,984.381,0.779,99.958,1.774,0.564,0.964
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,751.293,0.772,99.612,1.272,0.786,0.959
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,653.063,0.754,100,2.043,0.49,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,235.585,0.534,100,3.505,0.285,0.907
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,848.69,0.744,99.902,1.775,0.563,0.949
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,454.106,0.797,100,1.944,0.515,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,559.828,0.789,99.851,1.435,0.697,0.941
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,930.688,0.705,99.911,2.254,0.444,0.947
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,903.216,0.588,99.954,2.922,0.342,0.948
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,557.33,0.696,99.328,2.185,0.458,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,731.73,0.859,99.943,1.425,0.702,0.964
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1008.522,0.785,99.505,1.63,0.613,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,511.129,0.682,100,2.218,0.451,0.943
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,713.416,0.838,99.883,1.59,0.629,0.98
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,877.826,0.761,100,1.961,0.51,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,789.17,0.815,99.525,1.734,0.577,0.963
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1149.208,0.702,99.891,2.194,0.456,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,592.294,0.749,100,1.686,0.593,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,738.806,0.766,98.93,1.763,0.567,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1063.048,0.767,99.961,1.634,0.612,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,860.345,0.752,99.226,1.091,0.916,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1015.598,0.861,99.221,1.298,0.77,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1018.928,0.758,99.632,1.714,0.583,0.94
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,1163.776,0.841,99.32,1.454,0.688,0.971
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,869.502,0.621,99.378,2.806,0.356,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,938.596,0.856,99.69,1.16,0.862,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,640.16,0.638,100,2.752,0.363,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,698.432,0.86,100,1.321,0.757,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,434.959,0.811,100,1.228,0.814,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 006.tif,50.78,0.394,100,3.903,0.256,0.894
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,717.162,0.636,99.884,2.496,0.401,0.917
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,368.779,0.671,100,2.422,0.413,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,527.362,0.629,100,2.777,0.36,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,702.178,0.822,99.822,1.639,0.61,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,786.256,0.68,100,2.584,0.387,0.971
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,521.118,0.885,99.121,1.092,0.916,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,561.493,0.73,100,1.635,0.612,0.943
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,438.289,0.68,99.715,2.251,0.444,0.947
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,775.85,0.862,99.142,1.037,0.964,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,1140.883,0.826,100,1.443,0.693,0.974
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,602.283,0.867,100,1.244,0.804,0.963
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,515.707,0.891,100,1.362,0.734,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,599.369,0.875,100,1.325,0.755,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,500.723,0.804,100,1.547,0.646,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,1144.629,0.298,100,2.208,0.453,0.792
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,664.717,0.844,100,1.095,0.913,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,958.991,0.795,100,1.812,0.552,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,570.233,0.708,100,2.208,0.453,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,448.278,0.518,100,3.563,0.281,0.925
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,774.602,0.64,99.785,2.736,0.365,0.94
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,736.725,0.822,100,1.53,0.653,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,721.324,0.774,99.942,1.586,0.63,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,226.845,0.827,100,1.816,0.551,0.964
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,778.348,0.811,100,1.334,0.749,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,460.349,0.627,99.277,2.967,0.337,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,702.594,0.814,100,1.704,0.587,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,399.163,0.755,100,2.16,0.463,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,752.542,0.763,99.834,1.583,0.632,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,314.253,0.877,100,1.418,0.705,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,489.901,0.748,99.915,1.846,0.542,0.938
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,617.683,0.916,99.798,1.053,0.95,0.97
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,732.563,0.749,100,1.91,0.523,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,695.934,0.705,100,1.862,0.537,0.932
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,667.631,0.638,100,2.398,0.417,0.949
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,397.082,0.79,99.581,1.159,0.862,0.942
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,921.114,0.71,99.684,2.141,0.467,0.948
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,623.927,0.699,99.8,1.373,0.729,0.94
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,804.154,0.815,100,1.56,0.641,0.961
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,621.846,0.804,100,1.339,0.747,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,363.784,0.885,100,1.343,0.745,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,624.343,0.828,100,1.444,0.693,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,878.659,0.811,100,1.287,0.777,0.947
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,443.7,0.761,99.719,1.459,0.685,0.959
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,406.239,0.74,100,1.86,0.538,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,47.034,0.462,100,3.022,0.331,0.837
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 007.tif,24.141,0.334,100,4.837,0.207,0.817
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,775.85,0.832,99.517,1.161,0.861,0.963
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,328.404,0.737,100,1.62,0.617,0.913
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1311.953,0.738,99.651,1.342,0.745,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,702.178,0.85,98.044,1.244,0.804,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,981.884,0.618,99.873,2.85,0.351,0.929
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1117.158,0.552,99.925,2.874,0.348,0.955
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1071.789,0.86,99.728,1.356,0.737,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,657.641,0.686,99.81,2.419,0.413,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1340.673,0.672,100,2.037,0.491,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1058.886,0.86,99.41,1.266,0.79,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,206.866,0.663,100,2.573,0.389,0.925
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1682.813,0.412,99.827,1.264,0.791,0.872
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,872.832,0.831,97.997,1.411,0.709,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,823.3,0.702,99.949,2.046,0.489,0.953
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,702.178,0.667,100,2.204,0.454,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,869.086,0.7,99.856,2.264,0.442,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,796.246,0.788,99.373,1.415,0.707,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1052.643,0.745,100,1.558,0.642,0.964
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,868.253,0.816,99.952,1.288,0.776,0.953
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1300.299,0.756,99.936,1.77,0.565,0.963
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1150.04,0.783,99.638,1.042,0.96,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1377.717,0.79,99.547,1.353,0.739,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1167.522,0.667,100,1.819,0.55,0.935
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,722.573,0.622,99.77,1.643,0.609,0.906
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,914.038,0.742,99.909,1.408,0.71,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,881.989,0.709,99.67,1.763,0.567,0.949
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,785.424,0.567,100,3.279,0.305,0.948
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1065.129,0.789,99.883,1.495,0.669,0.952
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,996.035,0.763,99.875,1.653,0.605,0.959
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1217.053,0.775,99.932,1.171,0.854,0.951
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1213.307,0.635,100,2.697,0.371,0.943
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,946.504,0.772,99.077,1.765,0.567,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,884.486,0.508,99.765,3.722,0.269,0.941
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1191.247,0.82,98.987,1.294,0.773,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,464.095,0.482,99.462,4.057,0.246,0.884
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,874.913,0.766,99.334,1.541,0.649,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,754.623,0.786,100,1.838,0.544,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,620.597,0.838,100,1.525,0.656,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1078.449,0.731,98.997,1.982,0.505,0.947
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1158.781,0.526,99.784,2.979,0.336,0.928
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1217.053,0.867,99.829,1.09,0.918,0.974
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,1265.752,0.827,99.737,1.177,0.85,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,983.965,0.749,100,2.005,0.499,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 008.tif,184.389,0.525,100,2.518,0.397,0.927
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,798.743,0.58,99.583,2.951,0.339,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,382.93,0.622,99.13,1.973,0.507,0.956
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,719.243,0.719,99.248,1.757,0.569,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,563.99,0.72,99.41,1.752,0.571,0.951
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1001.03,0.733,99.085,2.107,0.475,0.972
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,812.479,0.65,99.539,2.573,0.389,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,782.094,0.709,99.042,2.314,0.432,0.964
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1075.119,0.76,100,1.755,0.57,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,857.847,0.746,100,1.609,0.622,0.957
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,965.651,0.84,99.698,1.574,0.635,0.97
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,776.683,0.78,100,1.741,0.575,0.966
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,849.939,0.779,99.51,1.542,0.648,0.954
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,844.112,0.574,99.901,3.114,0.321,0.951
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1061.8,0.832,100,1.251,0.8,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,798.327,0.622,99.374,2.775,0.36,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,646.403,0.848,99.485,1.357,0.737,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,686.777,0.771,99.818,1.145,0.874,0.946
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,650.982,0.733,100,1.056,0.947,0.95
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,887.816,0.769,99.812,1.554,0.643,0.951
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,450.36,0.785,100,1.329,0.752,0.947
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,941.093,0.642,100,2.168,0.461,0.936
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,961.905,0.842,99.957,1.364,0.733,0.968
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,966.067,0.761,100,1.332,0.751,0.958
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,811.646,0.758,99.641,1.371,0.729,0.96
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,819.554,0.723,99.492,1.587,0.63,0.945
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,616.851,0.683,99.865,2.313,0.432,0.955
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,385.428,0.905,100,1.196,0.836,0.962
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1028.085,0.703,100,2.14,0.467,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,981.884,0.869,99.237,1.189,0.841,0.972
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,509.048,0.861,99.836,1.423,0.703,0.965
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,615.602,0.88,100,1.238,0.808,0.969
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,582.304,0.842,99.571,1.505,0.665,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,758.369,0.856,99.89,1.051,0.951,0.976
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,875.745,0.841,100,1.47,0.68,0.967
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1932.966,0.387,99.72,2.892,0.346,0.861
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,1682.397,0.386,99.852,2.736,0.366,0.899
Phoradendeon perrotettii,3,Phoradendron Perrottettii 3- GC4841 x10 009.tif,614.77,0.637,100,2.579,0.388,0.937
