ssp;label;pic;PitDiameter;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;32.23;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;28.077;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;35.539;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;23.281;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;29.987;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;22.703;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;22.593;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;31.605;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;32.538;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;29.258;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;33.519;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;33.095;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;33.568;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;29.065;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;31.586;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;32.925;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;36.096;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;37.401;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;34.825;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;34.801;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;37.379;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;27.098;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;30.297;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;49.586;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 026.tif;32.281;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;31.586;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;32.874;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;30.934;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;30.297;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;32.23;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;31.586;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;28.386;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;30.481;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;23.88;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 027.tif;31.102;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 028.tif;27.19;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;72.364;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;66.493;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;63.962;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;60.583;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;56.161;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;63.424;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;56.128;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;58.82;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;60.583;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;56.202;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;56.892;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;53.491;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;62.676;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 028.tif;60.799;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;68.39;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;60.06;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;78.076;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;65.764;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;59.347;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;60.58;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;61.309;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;60.993;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;56.713;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;54.151;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;54.151;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;69.677;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 029.tif;54.17;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;46.62;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;41.246;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;45.338;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;61.563;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;58.006;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;58.059;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;46.42;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;57.361;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;82.343;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;55.458;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;57.372;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;59.347;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;52.202;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;58.678;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;63.63;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 030.tif;53.553;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;55.428;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;67.037;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;52.578;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;59.949;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;59.323;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;49.628;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis1 - GC4841 x100 031.tif;66.408;;;;;;;;
Tapirira guianensis;Tapirira guianensis 1;Tapirira guianensis 2 - GC4841 x100 027.tif;43.223;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;41.895;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;39.318;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;31.586;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;30.995;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;32.223;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;34.181;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 027.tif;30.352;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 028.tif;36.74;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 028.tif;39.36;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 028.tif;34.163;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 028.tif;38.69;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;38.716;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;40.607;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;35.592;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;38.802;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;39.397;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;39.957;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;41.11;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;43.256;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;30.399;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;36.786;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;41.567;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;42.133;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;35.592;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;43.352;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;38.024;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 029.tif;32.23;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;49.085;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;51.173;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;51.622;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;46.563;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;47.328;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 030.tif;45.228;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;44.543;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;42.069;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;40.144;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;47.904;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;43.843;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;46.42;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 031.tif;56.368;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;57.416;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;48.352;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;43.824;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;44.51;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;54.784;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;64.563;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;69.033;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;58.703;;;;;;;;
Tapirira guianensis;Tapirira guianensis 2;Tapirira guianensis 2 - GC4841 x100 032.tif;46.42;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;45.762;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;48.352;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;45.798;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;43.184;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;51.173;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;49.085;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;56.305;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;55.424;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;44.468;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;52.882;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;38.754;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;36.938;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;46.442;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;46.473;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;46.473;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 029.tif;41.91;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;58.774;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;57.358;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;62.567;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;56.069;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;63.802;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;50.95;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;54.139;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;63.919;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;70.274;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;62.633;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;64.498;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;56.772;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;51.015;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;59.967;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;62.914;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;68.958;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;60.022;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;63.802;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;50.471;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;64.563;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;47.691;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 030.tif;54.273;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;50.95;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;56.845;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;53.553;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;84.972;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;56.128;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;54.814;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;54.38;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;70.918;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;55.086;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;54.047;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;43.942;;;;;;;;
Tapirira guianensis;Tapirira guianensis 3;Tapirira guianensis 3 - GC4841 x100 031.tif;65.849;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;48.98;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;60.06;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;42.71;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;42.54;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;48.352;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;52.882;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;43.866;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;46.402;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;56.102;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;44.636;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;47.73;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;51.06;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;56.717;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;50.913;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;56.713;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;56.069;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;52.882;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;47.76;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 024.tif;47.691;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;55.664;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;48.997;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;50.268;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;56.305;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;56.128;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;58.131;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;52.909;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;54.273;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;59.574;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;54.231;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;59.417;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;50.306;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;48.763;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;48.661;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;49.49;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 025.tif;48.421;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 026.tif;57.155;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 026.tif;48.609;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 026.tif;53.039;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 026.tif;49.641;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 026.tif;50.929;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 027.tif;67.669;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 027.tif;63.962;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 027.tif;76.091;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 027.tif;58.006;;;;;;;;
Tipuana tipu;Tipuana tipu 1;Tipuana tipu - VSB25 x100 028.tif;45.117;;;;;;;;
