ssp;label;pic;PitDiameter;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;58.131;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;63.358;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;64.836;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;63.21;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;63.256;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 032(escala errada).tif;61.228;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;62.083;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;56.746;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;64.01;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;65.142;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;65.295;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;58.647;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;63.832;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;68.341;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 033.tif;65.171;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;67.718;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;69.749;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;95.644;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;71.562;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;67.819;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;71.582;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 034.tif;79.364;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;85.617;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;72.226;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;67.037;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;71.886;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;56.128;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;65.89;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;74.159;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;56.746;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 035.tif;60.857;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;65.849;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;70.105;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;73.055;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;74.251;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;69.71;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;67.914;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 036.tif;77.382;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 037.tif;64.447;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 037.tif;60.703;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 2;Psittacanthus robustus 2 - GC4842 x100 037.tif;60.594;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;63.161;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;62.513;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;72.226;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;75.447;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;65.739;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;67.037;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;63.884;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;58.016;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;61.872;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;57.488;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 034.tif;56.368;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;63.832;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;51.883;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;59.242;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;59.337;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;62.434;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;67.975;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;73.644;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;63.161;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;51.959;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;59.154;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 035.tif;61.681;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;66.633;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;63.711;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;62.434;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;59.337;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;67.813;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;62.567;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;53.339;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;59.417;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;55.649;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;57.679;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;60.188;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;58.277;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 036.tif;55.727;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;53.959;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;58.933;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;62.523;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;57.078;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;63.799;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;60.816;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;60.857;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;65.6;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;59.713;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 037.tif;67.62;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 038.tif;56.717;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 038.tif;56.717;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 038.tif;59.295;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 038.tif;49.662;;;;;;;;
Psittacanthus robustus;Psittacanthus robustus 3;psittacanthus robustus 3 - GC 4842 x100 038.tif;59.713;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;34.801;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;39.01;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;36.457;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;38.045;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;34.646;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;37.931;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;38.045;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;34.011;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;36.371;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;34.375;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;29.065;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;38.93;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;29.709;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;27.832;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;29.897;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 021.tif;28.619;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;32.893;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;31.815;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;37.931;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;36.938;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;35.656;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;37.518;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;30.481;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;32.925;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 022.tif;35.656;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;35.539;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;36.757;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;36.182;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;32.455;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;33.519;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;38.024;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;33.519;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;35.539;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;33.568;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;38.16;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;33.568;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;32.223;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;29.18;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;30.941;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 023.tif;30.934;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;38.754;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;36.661;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;34.011;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;35.393;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;29.897;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;32.538;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;31.102;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;31.042;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;27.981;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 1;Struthanthus rhynchophyllus - VSB25 x100 024.tif;29.646;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;37.385;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;34.163;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;34.211;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;41.251;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;33.815;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;31.815;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;42.71;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;29.757;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;32.925;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;29.674;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;33.735;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;34.163;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;38.668;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;25.209;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 022.tif;26.067;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;36.825;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;29.35;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;33.765;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;46.767;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;38.93;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;41.11;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;40.087;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;39.397;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;36.553;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;29.35;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;35.656;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;27.832;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 023.tif;32.384;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 024.tif;38.861;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 024.tif;28.474;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 024.tif;26.297;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 024.tif;22.785;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;35.452;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;36.182;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;34.181;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;36.142;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;37.579;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 025.tif;33.667;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;36.096;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;34.254;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;32.249;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;36.113;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;38.673;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;33.025;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;33.512;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 026.tif;32.874;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 027.tif;28.386;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 027.tif;36.735;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 027.tif;39.318;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 2;Struthanthus rhynchophyllus - VSB26 x100 027.tif;36.096;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;33.537;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;30.995;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;31.586;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;30.352;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;30.941;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;29.646;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;29.065;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;25.779;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;27.712;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;29.03;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;29.646;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;34.855;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;25.851;;;;;;;;
Struthanthus rhynchophyllus;Struthanthus rhynchophyllus 3;Struthanthus rhynchophyllus - VSB27 x100 025.tif;33.568;;;;;;;;
