ssp,indiv,Label,Length
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,3.305
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.709
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,3.085
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.12
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.667
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.154
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.134
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,3.051
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.884
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.808
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.28
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.826
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.85
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.815
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.581
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.724
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.896
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.808
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.467
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.639
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.251
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.481
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.93
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.677
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.32
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.782
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.04
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.407
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.414
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.195
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.924
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.302
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.127
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.875
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.272
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.315
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.28
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,1.982
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.636
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.768
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.124
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.946
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.4
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.022
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.233
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.682
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.682
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.559
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.871
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,3.136
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,3.022
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.436
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.586
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.695
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.816
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.322
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.692
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.963
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.247
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.156
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.199
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.163
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.097
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.732
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.808
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.235
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.291
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.477
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.477
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.35
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.286
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.626
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.298
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,2.128
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.027
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.035
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.61
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,2.134
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.669
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.157
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.037
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.059
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.291
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.899
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.732
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.503
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.794
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.341
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.247
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.099
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.172
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.873
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.864
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.818
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.857
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.823
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,1.029
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,1.003
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.904
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.894
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,1.27
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.978
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.606
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,1.324
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.645
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.578
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.581
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.645
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.732
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.752
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.835
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.808
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.538
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.643
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.561
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.483
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.546
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.611
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.592
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.94
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.873
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.808
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.936
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.125
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.23
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.803
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.732
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.581
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.843
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.919
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.704
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.486
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.756
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.965
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.128
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.613
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.071
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.032
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.972
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.045
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.899
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.402
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.965
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.578
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.029
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.899
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.045
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.076
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.354
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.35
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 027.tif,1.863
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.274
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.413
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.987
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.368
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.896
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.897
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,4.111
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.052
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.239
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.705
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.341
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.426
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.901
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.188
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.337
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.124
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.826
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.671
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.66
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.644
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,4.534
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.168
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.026
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.408
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.835
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.754
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.878
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.706
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.842
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.942
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.408
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.703
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.035
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.407
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.935
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.413
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.127
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.148
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,0.257
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.896
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,3.354
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.946
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.837
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.315
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.605
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.669
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,4.753
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.024
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,2.71
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.458
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.119
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.445
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.03
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,1.872
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.361
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.114
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.488
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.953
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.924
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.534
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.826
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.743
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.28
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,2.636
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,2.788
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.917
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,4.378
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.221
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,2.889
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,2.954
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,2.946
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.162
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.93
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.468
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.242
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 033.tif,3.726
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,4.286
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.808
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.534
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.919
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,4.181
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.726
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.925
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.02
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.534
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,2.837
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.981
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,4.127
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 034.tif,3.341
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,3.285
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,3.417
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,2.563
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,3.815
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,3.601
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 035.tif,2.697
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 036.tif,3.325
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 036.tif,3.706
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 036.tif,3.088
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 036.tif,4.41
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 036.tif,3.093
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,1.837
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,1.991
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.568
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.254
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,4.339
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.155
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.602
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.605
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.729
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.107
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.103
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,1.738
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 012.tif,2.378
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,2.736
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,2.743
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,2.375
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,2.386
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,3.22
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 013.tif,3.083
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.479
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,1.684
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.123
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.656
Vochysia thyrsoidea,Vochysia thyrsoidea 3,Vochysia thyrsoidea 3 - GC4842 x100 014.tif,2.138
