ssp,indiv,Label,Area,Circ.,X.Area,AR,Round,VesselDiameter,parasitism
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1339.591,0.851,99.176,1.15,0.869,67.5275333771344,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1317.505,0.857,100,1.062,0.942,67.2042196591851,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,930.154,0.786,99.543,1.543,0.648,54.077760456587,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,669.371,0.806,100,1.341,0.746,46.4548394034464,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,801.886,0.769,100,1.713,0.584,49.664890375395,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,680.414,0.827,99.875,1.568,0.638,47.4426971408667,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1194.334,0.887,99.787,1.359,0.736,65.096060034383,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1940.156,0.906,100,1.147,0.872,83.8518058481748,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1024.443,0.908,100,1.224,0.817,60.9981719070334,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1736.287,0.886,99.413,1.421,0.704,78.4436175096483,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,970.927,0.807,100,1.514,0.661,55.9835007479883,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,966.68,0.891,99.912,1.201,0.832,58.6962308841036,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,787.445,0.915,100,1.208,0.827,53.6847157019575,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1418.59,0.885,100,1.262,0.792,70.8647204185552,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1502.686,0.872,100,1.091,0.916,72.3972980711297,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,500.329,0.595,100,3.001,0.333,34.5077240628819,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1273.333,0.828,99.867,1.69,0.592,64.9405797325524,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2677.483,0.62,99.937,2.69,0.372,81.4871636517065,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2206.885,0.656,100,2.672,0.374,76.097741359386,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1779.609,0.822,98.711,1.447,0.691,76.4941461289686,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1269.936,0.764,100,1.952,0.512,62.2970658699108,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1458.515,0.446,99.942,2.729,0.366,51.0097124085208,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,638.79,0.629,100,2.867,0.349,40.0898445993496,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1453.418,0.805,100,1.758,0.569,68.4105690664827,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1368.472,0.752,100,2.131,0.469,64.1588947535726,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2110.047,0.877,99.799,1.208,0.828,86.0351374497653,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1668.33,0.722,100,1.891,0.529,69.4128017011272,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2304.572,0.867,100,1.197,0.836,89.399416642392,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,676.166,0.84,100,1.7,0.588,47.6646384650088,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,240.396,0.848,100,1.621,0.617,28.5556164703198,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2260.401,0.741,100,1.559,0.641,81.8524804999824,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,579.329,0.819,100,1.652,0.605,43.564685285217,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,287.965,0.879,100,1.384,0.723,31.8195685074452,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2500.796,0.848,99.966,1.056,0.947,92.1015745359437,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1490.794,0.822,100,1.702,0.587,70.0123608514954,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1122.98,0.799,100,1.843,0.543,59.9086310976974,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,458.706,0.752,100,2.175,0.46,37.1454929702111,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,806.133,0.87,100,1.264,0.791,52.9654872534937,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1615.664,0.822,100,1.383,0.723,72.8855488557231,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1674.276,0.813,100,1.587,0.63,73.7885191069722,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1905.328,0.684,100,1.677,0.596,72.2009515726767,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1749.028,0.696,99.951,1.991,0.502,69.7803263964851,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,905.519,0.827,100,1.495,0.669,54.7307669597275,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1758.372,0.615,100,2.954,0.339,65.7692566477682,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,500.329,0.76,100,1.941,0.515,39.000002051282,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,535.157,0.768,100,1.914,0.523,40.5462982774014,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2408.206,0.473,100,2.203,0.454,67.5005611235936,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,701.65,0.727,100,1.844,0.542,45.1707670955453,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1912.973,0.866,100,1.27,0.787,81.4035531902631,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,496.931,0.894,100,1.353,0.739,42.1547773805058,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,914.863,0.651,100,2.475,0.404,48.8088439936862,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,582.726,0.71,100,2.191,0.457,40.6809763894624,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1337.892,0.855,100,1.528,0.654,67.6431122879484,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1269.086,0.848,100,1.232,0.812,65.6105152547974,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1499.289,0.507,99.773,2.098,0.477,55.1412558072447,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1749.028,0.837,99.854,1.452,0.689,76.5228445890507,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,750.069,0.764,98.414,1.748,0.572,47.8770390061875,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,590.371,0.75,100,2.297,0.435,42.084593380476,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,615.006,0.852,100,1.514,0.661,45.7814421791188,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1065.217,0.857,100,1.166,0.858,60.4281712117784,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1043.131,0.842,97.72,1.179,0.848,59.2728032743517,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1309.86,0.887,100,1.347,0.742,68.1717190629663,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,2146.574,0.852,99.763,1.049,0.953,85.5308376668907,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1255.495,0.803,100,1.302,0.768,63.5031490557752,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 001-1.tif,1471.257,0.761,99.711,1.938,0.516,66.9216430461775,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,789.993,0.801,100,1.437,0.696,50.3104121628913,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,621.801,0.793,99.59,1.59,0.629,44.4111784576811,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1762.62,0.788,100,1.485,0.674,74.53709304769,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1793.2,0.828,100,1.611,0.621,77.0654163681739,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1236.807,0.901,100,1.177,0.849,66.764155263135,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,578.479,0.812,100,1.781,0.562,43.346277717931,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2148.272,0.842,100,1.511,0.662,85.0610374730993,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1203.678,0.902,99.294,1.18,0.848,65.9004569331655,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1711.652,0.874,100,1.137,0.879,77.3559008221092,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1579.987,0.861,98.817,1.399,0.715,73.7663556643542,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1752.426,0.698,100,2.277,0.439,69.9483623253611,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1000.658,0.889,100,1.199,0.834,59.6518218330337,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1745.631,0.826,100,1.579,0.633,75.9444851454008,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,762.811,0.86,100,1.139,0.878,51.2256755933975,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,598.017,0.743,100,2.024,0.494,42.1581133828353,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1718.448,0.877,100,1.266,0.79,77.6422280978592,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1873.898,0.843,100,1.578,0.634,79.4907796917353,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1559.6,0.795,100,1.708,0.585,70.4239163920894,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1286.925,0.845,100,1.508,0.663,65.9530628553368,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2246.809,0.861,100,1.278,0.783,87.9659604392517,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,476.544,0.796,100,1.587,0.63,38.952741829042,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1828.877,0.729,100,1.723,0.581,73.0274286278793,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,4250.674,0.454,99.8,1.642,0.609,87.8591144048243,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2211.132,0.836,100,1.455,0.687,85.9885190476031,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2158.466,0.783,99.961,1.74,0.575,82.221137866123,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1751.577,0.796,100,1.769,0.565,74.679456130853,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2414.152,0.825,99.93,1.089,0.918,89.2563812844774,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1935.909,0.845,100,1.345,0.743,80.8911145923951,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1688.717,0.827,99.799,1.214,0.824,74.7413930563246,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2724.203,0.831,100,1.123,0.89,95.159081395314,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,668.521,0.88,100,1.341,0.746,48.5097301579797,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,290.514,0.915,100,1.297,0.771,32.6079934985273,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,2173.756,0.75,100,2.125,0.471,80.7543683028974,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1528.17,0.85,99.5,1.327,0.753,72.08174526189,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,1831.426,0.861,99.814,1.025,0.975,79.4193373429922,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,745.822,0.854,100,1.291,0.775,50.4750230510101,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,437.469,0.89,100,1.292,0.774,39.4637763018189,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,398.395,0.855,100,1.27,0.788,36.9122052985188,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,615.855,0.762,100,1.518,0.659,43.3258126294245,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,799.337,0.587,100,3.122,0.32,43.3225492786378,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 002-1.tif,287.116,0.782,100,1.241,0.806,29.9682973824006,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1317.505,0.804,100,1.296,0.772,65.0929802666924,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2176.304,0.826,98.946,1.598,0.626,84.7968656024502,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1811.039,0.645,99.765,2.017,0.496,68.3555456418863,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2412.453,0.619,99.894,2.689,0.372,77.2866976134962,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,512.222,0.621,100,2.579,0.388,35.6701478550342,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1644.545,0.736,98.915,1.858,0.538,69.5811790644568,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1549.406,0.823,99.671,1.585,0.631,71.4187969094972,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2569.602,0.836,99.174,1.395,0.717,92.6970824136337,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1286.925,0.823,99.868,1.341,0.746,65.0888400572633,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1136.571,0.721,100,1.664,0.601,57.252692198708,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,322.793,0.728,100,1.826,0.548,30.6589826315225,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2036.994,0.831,100,1.271,0.787,82.2858922051648,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,243.794,0.86,100,1.668,0.6,28.9594778958461,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,812.929,0.738,100,1.961,0.51,48.9874107092833,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,475.695,0.834,100,1.755,0.57,39.8361458979154,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,732.23,0.873,98.956,1.324,0.756,50.5662650390554,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1082.206,0.702,100,2.146,0.466,55.1256242413635,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1038.034,0.895,100,1.208,0.827,60.9603290673533,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2770.923,0.804,100,1.45,0.69,94.3996205924579,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1953.747,0.637,100,2.388,0.419,70.5559873859051,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,604.812,0.802,98.876,1.473,0.679,44.0481202323096,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,511.372,0.85,100,1.584,0.631,41.6972996727606,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,884.283,0.858,100,1.358,0.736,55.0895566872706,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,908.917,0.793,99.907,1.547,0.646,53.6943639872939,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1567.245,0.895,99.729,1.199,0.834,74.9048536478111,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1013.4,0.799,99.832,1.061,0.942,56.9106879241501,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,744.123,0.847,100,1.186,0.843,50.2104443716644,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1450.87,0.814,99.239,1.364,0.733,68.7315991375146,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2053.133,0.771,99.628,1.506,0.664,79.5729990134845,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1167.152,0.816,99.854,1.579,0.633,61.721828618407,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1912.973,0.739,100,2.142,0.467,75.1980597356076,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1838.221,0.768,100,1.296,0.772,75.1466227584447,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1927.414,0.754,100,1.905,0.525,76.2435611969955,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2139.778,0.733,99.921,1.174,0.852,79.2075065634565,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1525.622,0.872,99.777,1.435,0.697,72.9477178258512,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,546.2,0.699,100,2.194,0.456,39.0790890374891,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1915.522,0.857,99.823,1.289,0.776,81.0333845769755,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,564.888,0.879,100,1.318,0.759,44.5662002867644,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,395.846,0.905,100,1.078,0.927,37.8544914111919,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1290.323,0.641,98.223,2.28,0.439,57.5185897949524,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,510.523,0.849,98.17,1.579,0.633,41.6381568756351,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,1087.303,0.839,98.203,1.599,0.625,60.406861100375,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 003-1.tif,2021.704,0.863,99.958,1.227,0.815,83.5399437873883,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1960.543,0.827,99.133,1.222,0.819,80.5324546006143,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1821.232,0.886,100,1.147,0.872,80.3395681342637,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2279.938,0.855,100,1.508,0.663,88.3028196605295,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,2075.219,0.844,100,1.22,0.82,83.701489496902,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,367.814,0.763,100,1.831,0.546,33.5047508273081,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,863.047,0.82,99.705,1.28,0.781,53.2052080157573,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,1008.303,0.881,100,1.371,0.729,59.6092255611495,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,638.79,0.726,100,2.189,0.457,43.0702468068155,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 004-1.tif,481.641,0.894,100,1.259,0.794,41.5011833084311,Parasite
