label,ssp,Angle,Length,wthickness
Tipuana tipu 3,Tipuana tipu,-142.374,9.744,4.872
Tipuana tipu 3,Tipuana tipu,-6.34,5.823,2.9115
Tipuana tipu 3,Tipuana tipu,12.011,7.725,3.8625
Tipuana tipu 3,Tipuana tipu,-110.854,10.839,5.4195
Tipuana tipu 3,Tipuana tipu,38.853,7.432,3.716
Tipuana tipu 3,Tipuana tipu,61.189,7.339,3.6695
Tipuana tipu 3,Tipuana tipu,59.3,5.983,2.9915
Tipuana tipu 3,Tipuana tipu,54.246,4.953,2.4765
Tipuana tipu 3,Tipuana tipu,63.435,6.471,3.2355
Tipuana tipu 3,Tipuana tipu,41.878,6.262,3.131
Viscum album 1,Viscum album,-51.746,5.323,2.6615
Viscum album 1,Viscum album,-21.666,6.314,3.157
Viscum album 1,Viscum album,-79.38,3.926,1.963
Viscum album 1,Viscum album,-143.13,4.823,2.4115
Viscum album 1,Viscum album,-78.024,5.424,2.712
Viscum album 1,Viscum album,-77.989,3.863,1.9315
Viscum album 1,Viscum album,-35.707,6.336,3.168
Viscum album 1,Viscum album,-100.46,5.313,2.6565
Viscum album 1,Viscum album,-90,5.064,2.532
Viscum album 1,Viscum album,9.752,5.22,2.61
Viscum album 1,Viscum album,-79.875,4.573,2.2865
Viscum album 1,Viscum album,-96.981,3.968,1.984
Viscum album 1,Viscum album,-108.726,5.008,2.504
Viscum album 1,Viscum album,-71.03,5.44,2.72
Viscum album 1,Viscum album,-47.779,5.862,2.931
Viscum album 1,Viscum album,-68.962,8.957,
Viscum album 1,Viscum album,-37.747,6.303,3.1515
Viscum album 1,Viscum album,58.57,5.087,2.5435
Viscum album 1,Viscum album,129.472,5.311,2.6555
Viscum album 1,Viscum album,131.186,6.836,3.418
Viscum album 1,Viscum album,130.601,5.929,2.9645
Viscum album 1,Viscum album,130.156,6.731,3.3655
Viscum album 1,Viscum album,130.179,9.469,
Viscum album 1,Viscum album,-45,5.457,2.7285
Viscum album 1,Viscum album,90,5.949,2.9745
Viscum album 1,Viscum album,136.273,5.117,2.5585
Viscum album 1,Viscum album,128.66,4.118,2.059
Viscum album 1,Viscum album,-175.101,5.648,2.824
Viscum album 1,Viscum album,-39.094,6.629,3.3145
Viscum album 1,Viscum album,-39.806,7.534,3.767
Viscum album 2,Viscum album,-91.909,4.826,2.413
Viscum album 2,Viscum album,-97.306,6.321,3.1605
Viscum album 2,Viscum album,-98.13,5.684,2.842
Viscum album 2,Viscum album,-14.826,5.655,2.8275
Viscum album 2,Viscum album,-102.804,3.627,1.8135
Viscum album 2,Viscum album,-95.042,5.487,2.7435
Viscum album 2,Viscum album,-93.814,4.834,2.417
Viscum album 2,Viscum album,-104.281,4.562,2.281
Viscum album 2,Viscum album,-92.961,4.669,2.3345
Viscum album 2,Viscum album,-92.726,5.07,2.535
Viscum album 2,Viscum album,-102.804,7.254,3.627
Viscum album 2,Viscum album,-111.161,5.344,2.672
Viscum album 2,Viscum album,-99.462,5.868,2.934
Viscum album 2,Viscum album,-93.9,7.09,3.545
Viscum album 2,Viscum album,-94.514,6.128,3.064
Viscum album 2,Viscum album,85.03,3.712,1.856
Viscum album 2,Viscum album,73.664,4.859,2.4295
Viscum album 2,Viscum album,162.031,3.127,1.5635
Viscum album 2,Viscum album,57.995,3.033,1.5165
Viscum album 2,Viscum album,79.114,4.257,2.1285
Viscum album 2,Viscum album,146.041,4.749,2.3745
Viscum album 2,Viscum album,-112.249,5.732,2.866
Viscum album 2,Viscum album,-8.13,3.41,1.705
Viscum album 2,Viscum album,71.259,4.754,2.377
Viscum album 2,Viscum album,-35.311,4.728,2.364
Viscum album 2,Viscum album,-99.951,4.652,2.326
Viscum album 2,Viscum album,19.799,6.408,3.204
Viscum album 2,Viscum album,75.964,2.652,1.326
Viscum album 2,Viscum album,70.641,3.153,1.5765
Viscum album 2,Viscum album,-2.911,4.749,2.3745
Viscum album 3,Viscum album,-74.745,7.332,3.666
Viscum album 3,Viscum album,2.862,6.439,3.2195
Viscum album 3,Viscum album,-88.315,5.469,2.7345
Viscum album 3,Viscum album,-88.409,5.79,2.895
Viscum album 3,Viscum album,-1.397,6.594,3.297
Viscum album 3,Viscum album,-99.211,6.026,3.013
Viscum album 3,Viscum album,-92.121,4.344,2.172
Viscum album 3,Viscum album,-90,7.556,3.778
Viscum album 3,Viscum album,-90,3.215,1.6075
Viscum album 3,Viscum album,-3.27,5.636,2.818
Viscum album 3,Viscum album,-76.504,8.267,4.1335
Viscum album 3,Viscum album,-90,5.145,2.5725
Viscum album 3,Viscum album,-14.036,7.955,3.9775
Viscum album 3,Viscum album,-88.315,5.469,2.7345
Viscum album 3,Viscum album,0,7.235,3.6175
Viscum album 3,Viscum album,-85.486,6.128,3.064
Viscum album 3,Viscum album,-87.207,6.599,3.2995
Viscum album 3,Viscum album,0,8.199,4.0995
Viscum album 3,Viscum album,-84.144,6.303,3.1515
Viscum album 3,Viscum album,-101.592,6.401,3.2005
Viscum album 3,Viscum album,-90,5.145,2.5725
Viscum album 3,Viscum album,-83.83,5.983,2.9915
Viscum album 3,Viscum album,-88.877,8.201,4.1005
Viscum album 3,Viscum album,-101.634,5.581,2.7905
Viscum album 3,Viscum album,-21.125,7.584,3.792
Viscum album 3,Viscum album,-96.34,5.823,2.9115
Viscum album 3,Viscum album,-96.52,5.664,2.832
Viscum album 3,Viscum album,-131.309,7.063,3.5315
Viscum album 3,Viscum album,36.158,5.177,2.5885
Viscum album 3,Viscum album,-50.389,6.052,3.026
Vochysia thyrsoidea 1,Vochysia thyrsoidea,24.444,5.828,2.914
Vochysia thyrsoidea 1,Vochysia thyrsoidea,12.095,6.906,3.453
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-137.045,6.37,3.185
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-146.31,5.217,2.6085
Vochysia thyrsoidea 1,Vochysia thyrsoidea,23.385,6.481,3.2405
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-173.706,10.999,
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-127.405,6.881,3.4405
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-45,9.322,4.661
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-146.997,9.298,4.649
Vochysia thyrsoidea 1,Vochysia thyrsoidea,25.017,6.653,3.3265
Vochysia thyrsoidea 1,Vochysia thyrsoidea,28.264,8.488,4.244
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-132.479,9.047,4.5235
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-36.367,10.981,
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-123.591,8.621,4.3105
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-117.878,8.366,4.183
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-120.054,9.844,4.922
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-86.576,6.281,3.1405
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-116.135,12.774,
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-59.29,8.29,4.145
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-98.236,6.173,3.0865
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-114.842,7.175,3.5875
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-109.263,7.919,3.9595
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-133.868,9.589,4.7945
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-139.434,6.984,3.492
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-137.045,9.555,4.7775
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-142.394,7.509,3.7545
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-146.31,5.507,2.7535
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-154.231,5.177,2.5885
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-149.954,6.315,3.1575
Vochysia thyrsoidea 1,Vochysia thyrsoidea,-149.482,5.91,2.955
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-115.115,5.682,2.841
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-111.571,7.434,3.717
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-44.542,7.105,3.5525
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-105.732,5.93,2.965
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-108.687,5.77,2.885
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-157.479,7.136,3.568
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-97.431,7.458,3.729
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-92.42,5.712,2.856
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-104.444,5.479,2.7395
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-94.899,5.648,2.824
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-121.464,6.314,3.157
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-128.29,5.838,2.919
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-97.539,5.514,2.757
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-118.926,6.98,3.49
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-115.346,6.76,3.38
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-117.553,5.561,2.7805
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-93.013,6.118,3.059
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-106.991,6.052,3.026
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-93.18,5.797,2.8985
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-71.313,5.77,2.885
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-96.754,6.152,3.076
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-174.193,4.767,2.3835
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-61.975,5.646,2.823
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-91.998,6.917,3.4585
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-86.583,5.395,2.6975
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-71.996,6.762,3.381
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-79.249,6.464,3.232
Vochysia thyrsoidea 2,Vochysia thyrsoidea,40.272,7.586,3.793
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-105.524,6.007,3.0035
Vochysia thyrsoidea 2,Vochysia thyrsoidea,-115.408,7.119,3.5595
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-31.504,5.846,2.923
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-58.276,10.396,
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-100.784,6.874,3.437
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-60.018,4.826,2.413
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-36.87,11.254,
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-105.255,7.332,3.666
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-50.793,7.884,3.942
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-45,6.821,3.4105
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-106.39,2.849,
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-124.695,5.084,2.542
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-65.659,7.411,3.7055
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-67.751,7.643,3.8215
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-41.634,7.744,3.872
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-60.101,7.418,3.709
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-87.138,6.439,3.2195
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-22.62,6.27,3.135
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-42.879,6.143,3.0715
Vochysia thyrsoidea 3,Vochysia thyrsoidea,28.072,5.466,2.733
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-86.424,5.155,2.5775
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-76.373,5.459,2.7295
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-85.684,8.545,4.2725
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-80.538,4.89,2.445
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-66.114,6.154,3.077
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-9.583,6.277,3.1385
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-39.417,7.596,3.798
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-84.611,4.279,2.1395
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-159.254,5.673,2.8365
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-80.727,5.321,2.6605
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-20.943,4.648,2.324
Vochysia thyrsoidea 3,Vochysia thyrsoidea,-6.71,3.669,1.8345
