ssp,label,pic,PitOpening,PitDiameter,parasitism
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 028.tif,1.7892,3.93414,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.5046,3.98244,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,3.4139,3.74437,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.3135,4.38732,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,2.3135,4.25593,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,5.9955,4.7873,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.9215,4.2042,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.9621,5.46532,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.995,4.60348,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,0.6874,4.15429,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.5309,4.2406,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.6135,4.29163,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.5519,4.26951,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 029.tif,1.4392,3.96991,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.365,3.79057,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.0797,3.79057,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.6233,4.87739,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.5757,3.7919,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,2.3219,3.2634,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.7535,2.88722,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.9859,3.17366,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.6135,4.30941,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.2943,4.06042,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.4637,4.06413,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 030.tif,1.3363,3.2494,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.5288,4.01527,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.3965,5.76401,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.5309,3.88206,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.6401,4.01604,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.6184,4.15429,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.4497,3.65414,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.4896,4.10746,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 031.tif,1.7087,4.4541,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.5281,3.74871,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.9901,3.87996,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,2.3408,4.69259,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.9775,3.68046,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.6576,4.19643,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.4392,4.15261,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.7367,3.47396,Host
Tapirira guianensis,Tapirira guianensis 1,Tapirira guianensis1 - GC4841 x100 032.tif,1.6282,4.64856,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.2246,3.02561,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.7367,2.93265,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.2134,2.75226,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.3359,2.21102,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.5701,2.16965,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.7367,2.25561,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.9082,2.39267,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.8564,2.12464,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.9138,2.5718,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.5207,2.7552,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.562,2.39141,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.6723,2.7083,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.0671,2.71012,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.5757,2.84249,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,1.8564,2.49144,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 026.tif,2.3982,2.71614,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.6205,2.75779,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.7983,2.79699,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.5078,2.8777,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.3216,3.02792,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.5078,2.12793,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.4721,2.57502,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,1.9068,2.90969,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 027.tif,2.1259,2.94931,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.8473,2.49144,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.6135,3.03464,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.5631,2.66168,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.89,2.2561,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.8515,3.43595,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,2.114,3.58211,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.8067,3.61354,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.6793,3.25941,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.8865,3.31296,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.6632,3.16596,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 029.tif,1.6205,3.11801,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.8819,2.94483,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.2393,2.81008,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.1357,3.35328,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.1294,3.06901,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,2.3716,3.2494,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,1.7227,3.94576,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,1.8648,4.01912,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 030.tif,1.9082,3.38464,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.9747,3.06768,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.6681,3.1157,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.2782,3.83488,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.5358,4.51941,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.1459,4.83231,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.0374,4.10921,Host
Tapirira guianensis,Tapirira guianensis 2,Tapirira guianensis 2 - GC4841 x100 031.tif,1.0423,3.2494,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.7101,3.20334,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.9327,3.38464,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.3937,3.20586,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.8515,3.02288,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.729,3.58211,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.7101,3.43595,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.4,3.94135,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.6849,3.87968,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.127,3.11276,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.4938,3.70174,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.9775,2.71278,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 028.tif,1.8214,2.58566,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,0,3.25094,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.4049,3.25311,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.3965,3.25311,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.4413,2.9337,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.5078,4.11418,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.5281,4.01506,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.4392,4.37969,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.0822,3.92483,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.2138,4.46614,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.5442,3.5665,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.3482,3.78973,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 029.tif,1.4392,4.47433,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.0682,4.91918,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.309,4.38431,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.6205,4.51486,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.2103,3.97404,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.2593,3.57105,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.2166,4.19769,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.4511,4.40398,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.2208,4.82706,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.4721,4.20154,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.351,4.46614,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.421,3.53297,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 030.tif,1.2656,4.51941,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.2789,3.33837,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,3.0142,3.79911,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.379,3.5665,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.2103,3.97915,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.3524,3.74871,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.6359,5.94804,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.4721,3.92896,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.2264,3.83698,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,2.1364,3.8066,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.5162,4.96426,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.3748,3.85602,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.6702,3.78329,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.6282,3.07594,Host
Tapirira guianensis,Tapirira guianensis 3,Tapirira guianensis 3 - GC4841 x100 031.tif,1.7731,4.60943,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.778,3.4286,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.526,4.2042,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.3748,2.9897,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.3307,2.9778,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.1319,3.38464,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.3062,3.70174,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.2782,3.07062,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.2782,3.24814,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.0577,3.92714,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.1718,3.12452,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.379,3.3411,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.4077,3.5742,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 024.tif,1.1102,3.97019,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.596,3.56391,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.4637,3.96991,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.6205,3.92483,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.6205,3.70174,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.9957,3.3432,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.0272,3.33837,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.4413,3.89648,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.6233,3.42979,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.2208,3.51876,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.3937,3.94135,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,2.0405,3.92896,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.8179,4.06917,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.5526,3.70363,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.9376,3.79911,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 025.tif,1.379,4.17018,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.0797,3.79617,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9859,4.15919,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9579,3.52142,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.0244,3.41341,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.0797,3.40627,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9215,3.4643,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.1742,3.38947,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.1504,4.00085,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,2.1784,3.40263,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9656,3.71273,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.1368,3.47487,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9635,3.56503,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.9082,4.73683,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 026.tif,1.7619,4.47734,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.3705,5.32637,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.3817,4.06042,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,2.6866,3.15819,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.4608,3.4286,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.6449,3.29448,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.0961,3.33956,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,3.4181,3.20425,Host
Tipuana tipu,Tipuana tipu 1,Tipuana tipu - VSB25 x100 027.tif,2.1042,3.33956,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.1693,3.96991,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.751,3.71273,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.0909,3.92714,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.2043,3.74465,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.2491,4.06917,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,1.7367,4.43576,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,1.8564,3.78973,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.0307,3.65862,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.4276,3.61606,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,1.8095,3.38373,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.3884,3.65862,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.2547,3.39094,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.1574,3.6995,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,1.9901,3.74542,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 027.tif,2.072,3.65526,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.1581,4.1748,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.1595,4.02416,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,1.897,3.65414,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.7447,3.06768,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,1.8963,3.78945,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.1616,3.89382,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.1798,3.88388,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,1.9621,3.84412,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.4822,3.87968,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.247,4.02745,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.2477,3.62705,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.8301,3.75116,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.1595,3.63713,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 028.tif,2.5494,3.51911,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.3219,4.15261,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.5424,4.31438,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.5361,4.02136,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.5046,4.42106,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,1.8067,4.06042,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.4339,4.10746,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.2099,4.46642,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.0909,3.99903,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 029.tif,2.2134,3.89256,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.5837,3.74542,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.765,4.13,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.0846,4.68909,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.5298,4.7985,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.5494,4.05139,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,1.8424,3.81626,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.6971,4.47958,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.2477,3.6561,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.0622,4.17046,Host
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.2064,4.11495,Host
