ssp,indiv,PitDiameter,PitOpening,parasitism
Vochysia thyrsoidea,Vochysia thyrsoidea 1,9.062,5.2338,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,9.141,5.21092,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.254,6.48362,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.668,4.53024,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.111,4.32718,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.563,4.87344,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.026,4.05405,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,5.533,5.36822,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.001,5.54554,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.381,5.29958,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,5.639,5.49406,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.519,5.63706,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.82,4.87344,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.392,3.86529,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.702,4.34005,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.703,3.44201,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.12,4.19705,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,5.777,4.88059,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,9.901,4.47161,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.252,4.50164,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.318,0.36751,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.672,4.14128,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.721,4.79622,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.667,4.21278,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.207,4.05691,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.399,3.31045,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.216,5.15515,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.328,5.24667,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.52,6.79679,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,8.9,4.32432,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,6.768,3.8753,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 1,7.583,4.94494,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.475,3.03017,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.531,3.49635,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.228,2.9029,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.084,2.67696,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.994,3.37623,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.991,4.45302,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.231,4.98784,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.176,4.22279,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.376,4.18132,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.73,5.05362,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.948,4.04118,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.122,3.92249,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.214,4.6904,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,4.989,3.76948,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.048,3.98684,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.268,5.60131,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.567,6.26054,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.688,4.60603,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.019,4.13127,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.127,4.22422,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.843,4.21278,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.957,4.52166,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.339,5.6199,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.791,4.95924,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.127,4.63606,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,8.313,5.32818,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.192,6.12898,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.257,5.44544,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.175,5.05362,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.178,5.60417,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.454,5.97883,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.005,5.32818,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.637,5.61275,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.922,4.3186,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.139,5.05362,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.102,4.05691,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.399,5.69283,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.61,5.90161,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.985,4.77763,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.82,4.69755,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.786,4.88631,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.005,3.66509,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.103,5.45545,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.685,5.14943,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.67,3.85671,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,8.016,4.75475,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,6.591,5.29958,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,5.279,4.41584,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,7.374,6.3063,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 2,8.254,4.42299,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,7.558,2.62691,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,8.957,2.84713,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.879,3.67224,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.077,3.22322,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.559,6.20477,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.231,3.08165,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,7.989,3.72086,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.349,3.72515,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,3.945,3.90247,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.625,3.01301,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,3.833,3.00729,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.411,2.48534,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.221,3.40054,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.697,3.91248,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.32,3.92249,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,8.012,3.39625,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.67,3.41198,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,7.685,4.6046,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.642,4.40869,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.438,3.54497,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,7.19,2.40812,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.751,3.03589,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.273,3.79808,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.52,3.05734,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.531,2.94151,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.341,4.95781,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.441,4.96782,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.441,3.99399,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.454,2.08351,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.899,3.58358,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.714,3.05162,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.176,2.44387,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.901,2.60975,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.083,2.9601,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.978,3.39911,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.086,2.86286,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.631,2.8457,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.701,3.13313,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.682,2.36665,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.487,2.60689,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.587,3.26755,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,8.003,3.21321,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,7.419,3.31045,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,4.458,3.28614,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.027,2.74417,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.658,3.02588,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.183,3.30616,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,6.559,2.70985,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,5.254,2.59831,Host
Vochysia thyrsoidea,Vochysia thyrsoidea 3,,2.93722,Host
