ssp,label,pic,PitOpening,PitDiameter
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,3.691,5.3506
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,3.95,5.9
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.978,6.6987
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,3.614,6.855
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,3.642,5.7877
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,2.632,5.4518
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 030.tif,3.853,6.3994
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,3.211,5.223
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,2.946,5.9578
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,3.152,5.8785
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,3.093,5.161
Tipuana tipu,Tipuana tipu 2,Tipuana tipu - VSB26 x100 031.tif,3.305,4.9292
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.709,5.1658
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,3.085,3.8566
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.12,4.197
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,1.667,3.674
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.154,4.4487
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.134,5.4874
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,3.051,4.9047
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.884,5.9028
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.808,6.159
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.28,4.1577
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.826,3.674
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 024.tif,2.85,
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.815,4.302
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.581,3.7011
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.724,3.7678
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.896,4.9586
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.808,4.8455
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.467,4.7205
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.639,4.3866
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.251,5.0136
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.481,3.7766
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,1.93,5.2174
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,3.677,5.0024
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.32,5.8491
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.782,4.9292
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.04,5.1598
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,2.407,4.8712
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 025.tif,,5.1372
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.195,3.8073
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.924,4.1427
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.302,4.4585
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.127,4.6513
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,2.875,4.4697
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.272,4.4636
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.315,4.7042
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,3.28,4.0785
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 026.tif,1.982,4.4055
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.636,4.7086
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.768,5.0306
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.124,4.0484
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.946,4.0581
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.4,4.111
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.022,4.776
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,3.233,4.7577
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.682,4.949
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 027.tif,2.682,4.5021
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.559,4.8339
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,2.871,4.3179
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,3.136,4.0087
Tipuana tipu,Tipuana tipu 3,Tipuana tipu - VSB27 x100 028.tif,3.022,4.8374
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.835,1.9377
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.683,2.617
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.919,2.5787
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 022 (escala errada).tif,0.718,1.8701
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.835,2.2566
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.965,1.8701
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.966,2.617
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.68,2.5787
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,1.125,2.7342
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x40 023 (escala errada).tif,0.611,2.8619
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,,2.6423
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892,2.7259
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.005,2.5979
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892,2.7554
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.123,2.6297
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.661,2.5536
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.978,2.5851
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.18,2.5851
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,1.069,2.543
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.978,2.5027
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 023.tif,0.892,2.6423
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,,2.5324
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.076,2.5027
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,,2.329
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.511,2.6572
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.108,2.426
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.184,2.1807
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.015,2.3845
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.222,2.5811
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.546,2.0873
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,,2.3984
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.31,2.3344
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.414,2.321
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.503,3.1262
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,0.908,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.093,2.935
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 024.tif,1.199,2.5209
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.138,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.857,3.565
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.773,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.015,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.149,3.4453
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,1.261,3.5181
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.752,3.3568
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 025.tif,0.919,3.4759
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,1.035,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,0.873,
Viscum album,Viscum album 1,Viscum album 1 - VSB30 x100 026.tif,1.292,2.8151
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.436,2.9855
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.586,2.6921
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.695,2.426
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,,2.0823
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.322,2.038
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.692,2.8136
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.963,2.3237
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.247,1.9505
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.156,2.8188
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.199,3.4825
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.163,2.3521
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,1.097,2.903
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 017.tif,0.732,3.0941
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,,2.6423
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.235,3.1042
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.291,3.0624
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.477,3.2741
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.477,2.8713
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.35,2.7832
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.286,3.2455
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.626,2.7712
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 018.tif,1.298,2.2593
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,,1.7448
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.027,2.2063
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.035,2.4701
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.61,2.1616
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,,2.9855
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.669,2.5851
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.157,2.6423
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.037,2.3424
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.059,3.0317
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,1.291,2.3854
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 019.tif,0.899,2.5779
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.732,1.7413
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.503,2.1921
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.794,2.9065
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.341,1.9989
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.247,2.3344
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.099,2.6921
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,1.172,2.7682
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 020.tif,0.873,2.5907
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.864,2.7554
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.818,2.7554
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.857,3.0968
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,0.823,3.4308
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,1.029,2.6705
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 021.tif,1.003,2.7098
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.904,2.3344
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,0.894,2.5027
Viscum album,Viscum album 2,Viscum album 2 - VSB30 x100 022.tif,1.27,2.7358
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.978,2.534
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.606,2.5027
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,1.324,2.543
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.645,2.5787
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.578,2.7052
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.581,2.284
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.645,2.6806
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.732,2.3924
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 022.tif,0.752,2.6067
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.835,2.6619
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.808,2.2703
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.538,2.3237
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.643,2.4524
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.561,2.195
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.483,1.7448
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.546,2.2593
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.611,1.9377
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.592,2.0144
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.94,2.002
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 023.tif,0.873,1.8734
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.808,1.9989
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.936,2.1921
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.125,1.8148
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.23,2.2148
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.803,
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.732,2.9258
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.581,2.1607
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.843,3.3568
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.919,2.9709
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.704,2.9709
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.486,2.4625
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.756,2.772
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.965,2.0072
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.128,2.543
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,0.613,2.4566
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.071,2.5143
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 024.tif,1.032,2.7075
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.972,2.8539
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.045,1.7735
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.899,3.2223
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.402,2.8357
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.965,3.0536
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.578,2.001
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.029,1.9388
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,0.899,3.1102
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.045,
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.076,2.7779
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.354,2.3344
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 026.tif,1.35,3.565
Viscum album,Viscum album 3,Viscum album 3 - VSB30 x100 027.tif,,2.3635
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.274,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.413,5.6154
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.987,5.5109
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.368,5.4518
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.896,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.897,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,4.111,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.052,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.239,5.4197
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.705,5.3506
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.341,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.426,5.6746
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.901,5.4445
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.188,5.4197
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,2.337,4.1492
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 030.tif,3.124,4.2613
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.826,5.7256
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.671,4.8609
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.66,5.1702
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.644,4.7904
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,4.534,4.0729
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.168,4.8124
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.026,4.1457
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,3.408,
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 031.tif,2.835,4.6763
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.754,4.302
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.878,4.3199
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.706,4.9829
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.842,5.0532
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.942,4.7156
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.408,4.8215
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.703,4.9047
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.035,4.7262
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.407,4.2613
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,2.935,3.8372
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.413,4.3414
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.127,4.1746
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 032.tif,3.148,4.3486
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,,4.3179
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.896,4.8545
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,3.354,4.3994
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.946,4.9402
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.837,4.8215
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 033.tif,2.315,4.3179
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.605,3.8673
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.669,4.0729
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,4.753,4.0647
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.024,3.6297
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,2.71,4.6047
Vochysia thyrsoidea,Vochysia thyrsoidea 1,Vochysia thyrsoidea 1 - GC 4842 x100 034.tif,3.458,4.4501
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.119,3.8802
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.445,3.936
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.03,3.9101
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,1.872,4.0087
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.361,3.2925
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.114,3.8673
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.488,4.5338
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.953,4.0087
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.924,4.197
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,3.534,4.3184
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.826,3.6553
Vochysia thyrsoidea,Vochysia thyrsoidea 2,Vochysia thyrsoidea 2- GC 4842 x100 032.tif,2.743,4.3352
