Label,ssp,indiv,HydraulicDiameter,VesselDensity,VesselFraction,Kmax,parasitism
Tapirira guianensis 3 - GC4841 x5 005-1.tif,Tapirira guianensis,Tapirira guianensis 3,114.019825231015,50.7123245541069,18.01,209.56789405679,Host
Tapirira guianensis 3 - GC4841 x5 006-1.tif,Tapirira guianensis,Tapirira guianensis 3,107.316884866656,47.4350114139801,14.22,153.837065643775,Host
Tapirira guianensis 3 - GC4841 x5 007-1.tif,Tapirira guianensis,Tapirira guianensis 3,106.904663812961,53.9658457497497,16.19,172.343672509645,Host
Tapirira guianensis 3 - GC4841 x5 008-1.tif,Tapirira guianensis,Tapirira guianensis 3,119.229325460616,57.5729824553707,21.08,284.472849244562,Host
Tapirira guianensis 3 - GC4841 x5 009-1.tif,Tapirira guianensis,Tapirira guianensis 3,117.330112620114,56.9561757317164,19.32,263.91770045278,Host
Tapirira guianensis 3 - GC4841 x5 010-1.tif,Tapirira guianensis,Tapirira guianensis 3,121.020973976085,53.6838644793908,20.72,281.563330485352,Host
Tapirira guianensis 3 - GC4841 x5 011-1.tif,Tapirira guianensis,Tapirira guianensis 3,120.160518600804,49.5027198911956,20.53,252.328313375648,Host
Tapirira guianensis1 - GC4841 x5 002-2.tif,Tapirira guianensis,Tapirira guianensis 1,131.963807249573,38.804724035741,17.99,287.735663045966,Host
Tapirira guianensis1 - GC4841 x5 003-1.tif,Tapirira guianensis,Tapirira guianensis 1,120.999951697909,31.7309308823572,12.09,166.308079308869,Host
Tapirira guianensis1 - GC4841 x5 004-1.tif,Tapirira guianensis,Tapirira guianensis 1,113.360723832438,34.676016881754,12.11,140.013332983456,Host
Tapirira guianensis1 - GC4841 x5 005-1.tif,Tapirira guianensis,Tapirira guianensis 1,120.475130234567,50.8400887059336,19.45,261.869949513046,Host
Tapirira guianensis1 - GC4841 x5 006-1.tif,Tapirira guianensis,Tapirira guianensis 1,116.040815867108,48.2022632523996,17.51,213.697908527039,Host
Tapirira guianensis1 - GC4841 x5 007-1.tif,Tapirira guianensis,Tapirira guianensis 1,112.832564294552,49.0782861504816,16.45,194.498818969041,Host
Tapirira guianensis1 - GC4841 x5 008-1.tif,Tapirira guianensis,Tapirira guianensis 1,120.650695677404,45.5669755579,16.94,236.080041356261,Host
