label,ssp,Length,Wthickness,parasitism
Vochysia thyrsoidea 1,Vochysia thyrsoidea,13.29614,6.64807,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,9.51379,4.756895,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,12.13784,6.06892,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,12.93721,6.468605,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,15.70283,7.851415,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,12.32803,6.164015,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,11.96338,5.98169,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,14.07692,7.03846,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,8.98183,4.490915,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,18.26682,9.13341,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,11.8547,5.92735,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,8.82739,4.413695,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,10.26025,5.130125,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,11.32417,5.662085,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,13.71227,6.856135,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,9.98712,4.99356,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,13.66365,6.831825,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,10.73787,5.368935,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,7.87501,3.937505,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,7.40311,3.701555,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,9.03045,4.515225,Host
Vochysia thyrsoidea 1,Vochysia thyrsoidea,8.4513,4.22565,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.12526,4.06263,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.63062,5.31531,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.16015,5.080075,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.4799,4.23995,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.2511,4.12555,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.20448,5.10224,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.66494,5.33247,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.16816,4.08408,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,7.83497,3.917485,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.07664,4.03832,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.02902,4.51451,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.34834,4.17417,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,7.88502,3.94251,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.9814,4.9907,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.6668,4.8334,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,7.95223,3.976115,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.74874,4.37437,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.65436,4.32718,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.28971,4.144855,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.2511,4.12555,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.79736,4.39868,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,6.81681,3.408405,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.07378,4.03689,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.89131,4.945655,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,7.71485,3.857425,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.66966,4.83483,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,9.24352,4.62176,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.84798,5.42399,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,8.59001,4.295005,Host
Vochysia thyrsoidea 2,Vochysia thyrsoidea,10.18017,5.090085,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.35978,4.17989,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,14.86628,7.43314,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,9.82982,4.91491,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,6.90118,3.45059,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,16.09322,8.04661,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,10.48476,5.24238,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,11.27412,5.63706,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,9.75403,4.877015,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,4.07407,2.037035,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.27012,3.63506,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,10.59773,5.298865,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,10.92949,5.464745,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,11.07392,5.53696,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,10.60774,5.30387,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,9.20777,4.603885,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.9661,4.48305,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.78449,4.392245,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.81638,3.90819,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.37165,3.685825,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.80637,3.903185,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,12.21935,6.109675,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,6.9927,3.49635,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.80022,4.40011,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.97611,4.488055,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,10.86228,5.43114,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,6.11897,3.059485,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,8.11239,4.056195,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,7.60903,3.804515,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,6.64664,3.32332,Host
Vochysia thyrsoidea 3,Vochysia thyrsoidea,5.24667,2.623335,Host
Populus nigra 1,Populus nigra,6.247,3.1235,Host
Populus nigra 1,Populus nigra,6.133,3.0665,Host
Populus nigra 1,Populus nigra,5.122,2.561,Host
Populus nigra 1,Populus nigra,5.07,2.535,Host
Populus nigra 1,Populus nigra,4.85,2.425,Host
Populus nigra 1,Populus nigra,7.436,3.718,Host
Populus nigra 1,Populus nigra,4.492,2.246,Host
Populus nigra 1,Populus nigra,5.75,2.875,Host
Populus nigra 1,Populus nigra,5.163,2.5815,Host
Populus nigra 1,Populus nigra,5.699,2.8495,Host
Populus nigra 1,Populus nigra,5.753,2.8765,Host
Populus nigra 1,Populus nigra,5.401,2.7005,Host
Populus nigra 1,Populus nigra,4.128,2.064,Host
Populus nigra 1,Populus nigra,5.097,2.5485,Host
Populus nigra 1,Populus nigra,6.241,3.1205,Host
Populus nigra 1,Populus nigra,5.269,2.6345,Host
Populus nigra 1,Populus nigra,4.776,2.388,Host
Populus nigra 1,Populus nigra,5.604,2.802,Host
Populus nigra 1,Populus nigra,5.354,2.677,Host
Populus nigra 1,Populus nigra,6.682,3.341,Host
Populus nigra 1,Populus nigra,6.213,3.1065,Host
Populus nigra 1,Populus nigra,6.409,3.2045,Host
Populus nigra 1,Populus nigra,6.558,3.279,Host
Populus nigra 1,Populus nigra,6,3,Host
Populus nigra 1,Populus nigra,5.175,2.5875,Host
Populus nigra 1,Populus nigra,5.231,2.6155,Host
Populus nigra 1,Populus nigra,5.152,2.576,Host
Populus nigra 1,Populus nigra,6.919,3.4595,Host
Populus nigra 1,Populus nigra,5.977,2.9885,Host
Populus nigra 1,Populus nigra,7.09,3.545,Host
