"PairTested","RelDiff","DeltaAIC","p_value"
"Parasite vs Host",-0.0745391787858335,1.83003577662657,0.680143605451786
"Psittacanthus robustus vs Vochysia thyrsoidea",0.140573545426623,-1.16848209768096,0.0750721867143042
"Phoradendron perrotettii vs Tapirira guianensis",0.0486861549369265,1.46410116341974,0.464137369042866
"Struthanthus rhynchophyllus vs Tipuana tipu",0.147410883019087,-0.840074795994269,0.0919399341165304
"Viscum album vs Populus nigra",-0.661800452239342,-12.1434245038511,0.000169388110229268
