ssp,Lower,Mean,Upper
Parasite,0.864349599719616,1.07570156468029,1.30199015394273
Host,4.44919543561499,7.28389475300647,11.3665226550446
Psittacanthus robustus,1.30539628650684,1.4496270955482,1.71055961777928
Vochysia thyrsoidea,3.87639102807217,4.82289651106771,6.48729497587066
Phoradendron perrotettii,0.747514202373383,0.97945568704487,1.3230252013878
Tapirira guianensis,1.87314691338156,5.11664498933505,7.08430892428399
Struthanthus rhynchophyllus,0.626461391065162,0.798573418055441,0.968771980055284
Tipuana tipu,4.94264217407673,11.8793892887767,21.8543986443906
