"PairTested","RelDiff","DeltaAIC","p_value"
"Parasite vs Host",1.82708635890623,0.187978602009252,0.178265934317069
"Parasite vs Host",1.82708635890623,0.187978602009252,0.178265934317069
"Psittacanthus robustus vs Vochysia thyrsoidea",-0.46643811990424,-4.29001630645656,0.0121419934367215
"Phoradendron perrotettii vs Tapirira guianensis",0.299328126771697,0.860990332304311,0.285861686991335
"Struthanthus rhynchophyllus vs Tipuana tipu",1.70681668364197,-2.71240190583111,0.0299457841906078
"Viscum album vs Populus nigra",-2.17189490246299,-16.4248947230338,1.76733893431603e-05
