"Label","PitOpening","PitDiameter","Wthickness","VesselDiameter","TopVesselDiameter","PitFraction","HydraulicDiameter","VesselDensity","VesselFraction","Kmax","CWR","pcd","Tpm"
"Median diff",-0.199485,-2.90466666666667,-0.206634999999999,-23.111707127362,-47.8365294344428,-5.84950000000001,-28.8513733954654,-19.5492009131544,-8.96833333333333,-122.83635645546,0.000869919083178996,-487,144.4
"p-value",0.520313333333333,0.0248666666666667,0.429966666666667,0.162433333333333,0.0331866666666667,0.147086666666667,0.112053333333333,0.214826666666667,0.01516,0.0373466666666667,0.426506666666667,0.000153333333333333,4.66666666666667e-05
"Effect size",-5.81856100104274,-39.9431609827649,-4.96009611258902,-25.3211862921613,-34.7263401309411,-8.09720241967858,-28.5733848583006,-31.5817547120116,-57.6927200600407,-80.6909333276236,30.9859839389551,-48.0039428289798,44.9984418822063
